"","Pi","Zi","group","otu.name","Kingdom","Kingdom1","Phylum","Class","Order","Family","Genus","Funguild","OTU.ID","Morph","Morph1","Habitat","Treatment","tpA","tpB","network"
"OTU8Agaricomycetes",0,NA,NA,"OTU8Agaricomycetes","Eukaryote","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Gloeoporus","Saprotroph","OTU8Agaricomycetes","Non-Yeast","Saprotroph","Soil","Pre_flowering_drought",2,9,"Fung-Fung"
"OTU41Fusarium",0,-0.577350269189626,"Peripherals","OTU41Fusarium","Eukaryote","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Plant pathogen","OTU41Fusarium","Non-Yeast","Plant pathogen","Soil","Pre_flowering_drought",2,9,"Fung-Fung"
"OTU28Chaetomium",0,0.866025403784439,"Peripherals","OTU28Chaetomium","Eukaryote","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","Saprotroph","OTU28Chaetomium","Non-Yeast","Saprotroph","Soil","Pre_flowering_drought",2,9,"Fung-Fung"
"OTU76Chaetomium",0,0.866025403784439,"Peripherals","OTU76Chaetomium","Eukaryote","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","Saprotroph","OTU76Chaetomium","Non-Yeast","Saprotroph","Soil","Pre_flowering_drought",2,9,"Fung-Fung"
"OTU7Alternaria",0,NA,NA,"OTU7Alternaria","Eukaryote","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Plant pathogen","OTU7Alternaria","Non-Yeast","Plant pathogen","Soil","Pre_flowering_drought",2,9,"Fung-Fung"
"OTU82Nectria",0.375,0.670820393249937,"Peripherals","OTU82Nectria","Eukaryote","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Plant pathogen","OTU82Nectria","Non-Yeast","Plant pathogen","Soil","Pre_flowering_drought",2,9,"Fung-Fung"
"OTU68Cryptococcus",0,NA,NA,"OTU68Cryptococcus","Eukaryote","Fungi","Basidiomycota","Tremellomycetes","_","_","_","SaprotrophYeast","OTU68Cryptococcus","Yeast","SaprotrophYeast","Soil","Pre_flowering_drought",2,9,"Fung-Fung"
"OTU64Penicillium",0,0.670820393249937,"Peripherals","OTU64Penicillium","Eukaryote","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Gymnoascaceae","Leucothecium","Saprotroph","OTU64Penicillium","Non-Yeast","Saprotroph","Soil","Pre_flowering_drought",2,9,"Fung-Fung"
"OTU17Acrophialophora",0.444444444444444,NA,NA,"OTU17Acrophialophora","Eukaryote","Fungi","Ascomycota","_","_","_","Acrophialophora","Plant pathogen","OTU17Acrophialophora","Non-Yeast","Plant pathogen","Soil","Pre_flowering_drought",2,9,"Fung-Fung"
"OTU118Rhizophagus",0,-0.670820393249937,"Peripherals","OTU118Rhizophagus","Eukaryote","Fungi","Mucoromycota","Glomeromycotina","Glomerales","Glomeraceae","Rhizophagus","Arbuscular mycorrhizal","OTU118Rhizophagus","Non-Yeast","Arbuscular mycorrhizal","Soil","Pre_flowering_drought",2,9,"Fung-Fung"
"OTU166Rhizophagus",0,-0.670820393249937,"Peripherals","OTU166Rhizophagus","Eukaryote","Fungi","Mucoromycota","Glomeromycotina","Glomerales","Glomeraceae","Rhizophagus","Arbuscular mycorrhizal","OTU166Rhizophagus","Non-Yeast","Arbuscular mycorrhizal","Soil","Pre_flowering_drought",2,9,"Fung-Fung"
"OTU150Rhizophagus",0,-0.670820393249937,"Peripherals","OTU150Rhizophagus","Eukaryote","Fungi","Mucoromycota","Glomeromycotina","Glomerales","Glomeraceae","Rhizophagus","Arbuscular mycorrhizal","OTU150Rhizophagus","Non-Yeast","Arbuscular mycorrhizal","Soil","Pre_flowering_drought",2,9,"Fung-Fung"
"OTU161Rhizophagus",0,0.447213595499958,"Peripherals","OTU161Rhizophagus","Eukaryote","Fungi","Mucoromycota","Glomeromycotina","Glomerales","Glomeraceae","Rhizophagus","Arbuscular mycorrhizal","OTU161Rhizophagus","Non-Yeast","Arbuscular mycorrhizal","Soil","Pre_flowering_drought",2,9,"Fung-Fung"
"OTU46Thermomyces",0,1.15470053837925,"Peripherals","OTU46Thermomyces","Eukaryote","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","_","Thermomyces","Endophyte","OTU46Thermomyces","Non-Yeast","Endophyte","Soil","Pre_flowering_drought",2,9,"Fung-Fung"
"OTU85Pseudogymnoascus",0,0.670820393249937,"Peripherals","OTU85Pseudogymnoascus","Eukaryote","Fungi","Ascomycota","Leotiomycetes","_","Myxotrichaceae","Pseudogymnoascus","Unidentified & others","OTU85Pseudogymnoascus","Non-Yeast","Unidentified & others","Soil","Pre_flowering_drought",2,9,"Fung-Fung"
"OTU111Chrysosporium",0,NA,NA,"OTU111Chrysosporium","Eukaryote","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Chrysosporium","Saprotroph","OTU111Chrysosporium","Non-Yeast","Saprotroph","Soil","Pre_flowering_drought",2,9,"Fung-Fung"
