"","Pi","Zi","group","otu.name","Kingdom","Kingdom1","Phylum","Class","Order","Family","Genus","Funguild","OTU.ID","Morph","Morph1","Habitat","Treatment","tpA","tpB","network"
"OTU2Setophoma",0,1.51204838632256,"Peripherals","OTU2Setophoma","Eukaryote","Fungi","Ascomycota","_","_","_","Setophoma","Plant pathogen","OTU2Setophoma","Non-Yeast","Plant pathogen","Leaf","Control",8,18,"Fung-Fung"
"OTU17Acrophialophora",0,-0.504016128774185,"Peripherals","OTU17Acrophialophora","Eukaryote","Fungi","Ascomycota","_","_","_","Acrophialophora","Plant pathogen","OTU17Acrophialophora","Non-Yeast","Plant pathogen","Leaf","Control",8,18,"Fung-Fung"
"OTU5Acremonium",0,-0.504016128774185,"Peripherals","OTU5Acremonium","Eukaryote","Fungi","Ascomycota","Sordariomycetes","Hypocreales","_","Acremonium","Endophyte","OTU5Acremonium","Non-Yeast","Endophyte","Leaf","Control",8,18,"Fung-Fung"
"OTU32Fusarium",0,0.168005376258062,"Peripherals","OTU32Fusarium","Eukaryote","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Plant pathogen","OTU32Fusarium","Non-Yeast","Plant pathogen","Leaf","Control",8,18,"Fung-Fung"
"OTU35Myrothecium",0,0.840026881290309,"Peripherals","OTU35Myrothecium","Eukaryote","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotriaceae","Striaticonidium","Saprotroph","OTU35Myrothecium","Non-Yeast","Saprotroph","Leaf","Control",8,18,"Fung-Fung"
"OTU20Xylariales",0,0.840026881290309,"Peripherals","OTU20Xylariales","Eukaryote","Fungi","Ascomycota","Sordariomycetes","Sordariales","_","Monosporascus","Plant pathogen","OTU20Xylariales","Non-Yeast","Plant pathogen","Leaf","Control",8,18,"Fung-Fung"
"OTU7Alternaria",0,0.565752381856018,"Peripherals","OTU7Alternaria","Eukaryote","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Plant pathogen","OTU7Alternaria","Non-Yeast","Plant pathogen","Leaf","Control",8,18,"Fung-Fung"
"OTU15Ustilago",1.11022302462516e-16,1.52317948961236,"Peripherals","OTU15Ustilago","Eukaryote","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Ustilago","Plant pathogenYeast","OTU15Ustilago","Yeast","Plant pathogenYeast","Leaf","Control",8,18,"Fung-Fung"
"OTU10Filobasidium",0,NA,NA,"OTU10Filobasidium","Eukaryote","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium","SaprotrophYeast","OTU10Filobasidium","Yeast","SaprotrophYeast","Leaf","Control",8,18,"Fung-Fung"
"OTU33Aureobasidium",1.11022302462516e-16,1.52317948961236,"Peripherals","OTU33Aureobasidium","Eukaryote","Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothioraceae","Aureobasidium","SaprotrophYeast","OTU33Aureobasidium","Yeast","SaprotrophYeast","Leaf","Control",8,18,"Fung-Fung"
"OTU26Sporobolomyces",0,0.670820393249937,"Peripherals","OTU26Sporobolomyces","Eukaryote","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","_","Sporobolomyces","SaprotrophYeast","OTU26Sporobolomyces","Yeast","SaprotrophYeast","Leaf","Control",8,18,"Fung-Fung"
"OTU90Rhodotorula",0,-0.447213595499958,"Peripherals","OTU90Rhodotorula","Eukaryote","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","_","Rhodotorula","SaprotrophYeast","OTU90Rhodotorula","Yeast","SaprotrophYeast","Leaf","Control",8,18,"Fung-Fung"
"OTU112Curvularia",0,-0.39167472590032,"Peripherals","OTU112Curvularia","Eukaryote","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Curvularia","Plant pathogen","OTU112Curvularia","Non-Yeast","Plant pathogen","Leaf","Control",8,18,"Fung-Fung"
"OTU50Filobasidiaceae",0,-1.56524758424985,"Peripherals","OTU50Filobasidiaceae","Eukaryote","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","_","SaprotrophYeast","OTU50Filobasidiaceae","Yeast","SaprotrophYeast","Leaf","Control",8,18,"Fung-Fung"
"OTU139Sporidiobolus",0,0.670820393249937,"Peripherals","OTU139Sporidiobolus","Eukaryote","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Sporidiobolus","SaprotrophYeast","OTU139Sporidiobolus","Yeast","SaprotrophYeast","Leaf","Control",8,18,"Fung-Fung"
"OTU53Stemphylium",0,-0.870388279778489,"Peripherals","OTU53Stemphylium","Eukaryote","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Stemphylium","Plant pathogen","OTU53Stemphylium","Non-Yeast","Plant pathogen","Leaf","Control",8,18,"Fung-Fung"
"OTU155Ustilago",0,0.565752381856018,"Peripherals","OTU155Ustilago","Eukaryote","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Ustilago","Plant pathogenYeast","OTU155Ustilago","Yeast","Plant pathogenYeast","Leaf","Control",8,18,"Fung-Fung"
"OTU211Cryptococcus",0,-0.39167472590032,"Peripherals","OTU211Cryptococcus","Eukaryote","Fungi","Basidiomycota","Tremellomycetes","Tremellales","_","Cryptococcus","SaprotrophYeast","OTU211Cryptococcus","Yeast","SaprotrophYeast","Leaf","Control",8,18,"Fung-Fung"
"OTU22Periconia",0,-1.17603763380643,"Peripherals","OTU22Periconia","Eukaryote","Fungi","Ascomycota","Dothideomycetes","Pleosporales","_","Periconia","Endophyte","OTU22Periconia","Non-Yeast","Endophyte","Leaf","Control",8,18,"Fung-Fung"
"OTU106Sordariomycetes",0,-1.17603763380643,"Peripherals","OTU106Sordariomycetes","Eukaryote","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora","Endophyte","OTU106Sordariomycetes","Non-Yeast","Endophyte","Leaf","Control",8,18,"Fung-Fung"
"OTU61Cryptococcus",0,NA,NA,"OTU61Cryptococcus","Eukaryote","Fungi","Basidiomycota","Tremellomycetes","Tremellales","_","Papiliotrema","SaprotrophYeast","OTU61Cryptococcus","Yeast","SaprotrophYeast","Leaf","Control",8,18,"Fung-Fung"
"OTU135Naganishia",0,-0.870388279778489,"Peripherals","OTU135Naganishia","Eukaryote","Fungi","Basidiomycota","Tremellomycetes","Tremellales","_","Naganishia","SaprotrophYeast","OTU135Naganishia","Yeast","SaprotrophYeast","Leaf","Control",8,18,"Fung-Fung"
"OTU539Sporobolomyces.",0,0.670820393249937,"Peripherals","OTU539Sporobolomyces.","Eukaryote","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","_","Sporobolomyces","SaprotrophYeast","OTU539Sporobolomyces.","Yeast","SaprotrophYeast","Leaf","Control",8,18,"Fung-Fung"
"OTU243Bipolaris",0,0.565752381856018,"Peripherals","OTU243Bipolaris","Eukaryote","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Bipolaris","Plant pathogen","OTU243Bipolaris","Non-Yeast","Plant pathogen","Leaf","Control",8,18,"Fung-Fung"
"OTU313Aureobasidium",0,-0.870388279778489,"Peripherals","OTU313Aureobasidium","Eukaryote","Fungi","Ascomycota","Dothideomycetes","Dothideales","Aureobasidiaceae","Aureobasidium","SaprotrophYeast","OTU313Aureobasidium","Yeast","SaprotrophYeast","Leaf","Control",8,18,"Fung-Fung"
"OTU310Monilinia",0,-1.34910183365666,"Peripherals","OTU310Monilinia","Eukaryote","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Monilinia","Plant pathogen","OTU310Monilinia","Non-Yeast","Plant pathogen","Leaf","Control",8,18,"Fung-Fung"
