"","Pi","Zi","group","otu.name","Kingdom","Kingdom1","Phylum","Class","Order","Family","Genus","Funguild","OTU.ID","Morph","Morph1","Habitat","Treatment","tpA","tpB","network"
"Bac3",0,0.887240346508957,"Peripherals","Bac3","Prokaryote","Bacteria","Actinobacteria","ActinobacteriaPH","Actinomycetales","Streptomycetaceae","Streptomyces","_","Bac3","Actinobacteria","Actinobacteria","Root","Control",8,18,"crossBF"
"Bac15",0,0.632588219720509,"Peripherals","Bac15","Prokaryote","Bacteria","Actinobacteria","ActinobacteriaPH","Actinomycetales","Actinosynnemataceae","Lentzea","_","Bac15","Actinobacteria","Actinobacteria","Root","Control",8,18,"crossBF"
"Bac16",0,-0.704335445918843,"Peripherals","Bac16","Prokaryote","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","_","Bac16","Non-Actinobacteria","Non-Actinobacteria","Root","Control",8,18,"crossBF"
"Bac13",0,1.39654460008585,"Peripherals","Bac13","Prokaryote","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Cellvibrio","_","Bac13","Non-Actinobacteria","Non-Actinobacteria","Root","Control",8,18,"crossBF"
"Bac19",0,2.22416401214831,"Peripherals","Bac19","Prokaryote","Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","SphingobacterialesOR","SphingobacterialesOR","_","Bac19","Non-Actinobacteria","Non-Actinobacteria","Root","Control",8,18,"crossBF"
"Bac9",0,-0.640672414221731,"Peripherals","Bac9","Prokaryote","Bacteria","Actinobacteria","ActinobacteriaPH","Actinomycetales","Streptosporangiaceae","Nonomuraea","_","Bac9","Actinobacteria","Actinobacteria","Root","Control",8,18,"crossBF"
"Bac18",0,-0.067705128947723,"Peripherals","Bac18","Prokaryote","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Kaistobacter","_","Bac18","Non-Actinobacteria","Non-Actinobacteria","Root","Control",8,18,"crossBF"
"Bac21",0,0.0596209344465011,"Peripherals","Bac21","Prokaryote","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Devosia","_","Bac21","Non-Actinobacteria","Non-Actinobacteria","Root","Control",8,18,"crossBF"
"Bac25",0,1.84218582196564,"Peripherals","Bac25","Prokaryote","Bacteria","Actinobacteria","ActinobacteriaPH","Actinomycetales","Nocardioidaceae","Kribbella","_","Bac25","Actinobacteria","Actinobacteria","Root","Control",8,18,"crossBF"
"Bac7",0,-0.513346350827507,"Peripherals","Bac7","Prokaryote","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","_","Bac7","Non-Actinobacteria","Non-Actinobacteria","Root","Control",8,18,"crossBF"
"Bac27",0,2.47881613893676,"Peripherals","Bac27","Prokaryote","Bacteria","Actinobacteria","ActinobacteriaPH","Actinomycetales","Glycomycetaceae","Glycomyces","_","Bac27","Actinobacteria","Actinobacteria","Root","Control",8,18,"crossBF"
"Bac12",0,-0.704335445918843,"Peripherals","Bac12","Prokaryote","Bacteria","Actinobacteria","ActinobacteriaPH","Actinomycetales","Micrococcaceae","Arthrobacter","_","Bac12","Actinobacteria","Actinobacteria","Root","Control",8,18,"crossBF"
"Bac29",0,1.52387066348008,"Peripherals","Bac29","Prokaryote","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Balneimonas","_","Bac29","Non-Actinobacteria","Non-Actinobacteria","Root","Control",8,18,"crossBF"
"Bac38",0,1.26921853669163,"Peripherals","Bac38","Prokaryote","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","_","Bac38","Non-Actinobacteria","Non-Actinobacteria","Root","Control",8,18,"crossBF"
"Bac40",0,1.33288156838874,"Peripherals","Bac40","Prokaryote","Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Flexibacteraceae","Cytophaga","_","Bac40","Non-Actinobacteria","Non-Actinobacteria","Root","Control",8,18,"crossBF"
"Bac20",0,-0.767998477615955,"Peripherals","Bac20","Prokaryote","Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","SphingobacterialesOR","SphingobacterialesOR","_","Bac20","Non-Actinobacteria","Non-Actinobacteria","Root","Control",8,18,"crossBF"
"Bac42",1.11022302462516e-16,0.823577314811845,"Peripherals","Bac42","Prokaryote","Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Flexibacteraceae","Cytophaga","_","Bac42","Non-Actinobacteria","Non-Actinobacteria","Root","Control",8,18,"crossBF"
"Bac23",0,0.377936092932061,"Peripherals","Bac23","Prokaryote","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Steroidobacter","_","Bac23","Non-Actinobacteria","Non-Actinobacteria","Root","Control",8,18,"crossBF"
"Bac55",0,-0.767998477615955,"Peripherals","Bac55","Prokaryote","Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","SphingobacterialesOR","SphingobacterialesOR","_","Bac55","Non-Actinobacteria","Non-Actinobacteria","Root","Control",8,18,"crossBF"
"Bac39",0,-0.895324541010179,"Peripherals","Bac39","Prokaryote","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","VerrucomicrobialesOR","VerrucomicrobialesOR","_","Bac39","Non-Actinobacteria","Non-Actinobacteria","Root","Control",8,18,"crossBF"
"Bac45",0,0.505262156326285,"Peripherals","Bac45","Prokaryote","Bacteria","Actinobacteria","ActinobacteriaPH","Actinomycetales","Pseudonocardiaceae","PseudonocardiaceaeFA","_","Bac45","Actinobacteria","Actinobacteria","Root","Control",8,18,"crossBF"
"Bac57",1.11022302462516e-16,0.696251251417621,"Peripherals","Bac57","Prokaryote","Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Sphingobacteriaceae","SphingobacteriaceaeFA","_","Bac57","Non-Actinobacteria","Non-Actinobacteria","Root","Control",8,18,"crossBF"
