"","Pi","Zi","group","otu.name","Kingdom","Kingdom1","Phylum","Class","Order","Family","Genus","Funguild","OTU.ID","Morph","Morph1","Habitat","Treatment","tpA","tpB","network"
"Bac7",0.035076530612245,3.63712540586392,"Module hub","Bac7","Prokaryote","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","_","Bac7","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",2,9,"crossBF"
"Bac12",0.121321865097329,2.73188843093705,"Module hub","Bac12","Prokaryote","Bacteria","Actinobacteria","ActinobacteriaPH","Actinomycetales","Micrococcaceae","Arthrobacter","_","Bac12","Actinobacteria","Actinobacteria","Soil","Control",2,9,"crossBF"
"Bac13",0.5,-0.873948515777934,"Peripherals","Bac13","Prokaryote","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Cellvibrio","_","Bac13","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",2,9,"crossBF"
"Bac14",0.165289256198347,0.390765456578787,"Peripherals","Bac14","Prokaryote","Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","SphingobacterialesOR","Niastella","_","Bac14","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",2,9,"crossBF"
"Bac19",0.32,0.115666575147321,"Peripherals","Bac19","Prokaryote","Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","SphingobacterialesOR","SphingobacterialesOR","_","Bac19","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",2,9,"crossBF"
"Bac3",0,-0.449466574975495,"Peripherals","Bac3","Prokaryote","Bacteria","Actinobacteria","ActinobacteriaPH","Actinomycetales","Streptomycetaceae","Streptomyces","_","Bac3","Actinobacteria","Actinobacteria","Soil","Control",2,9,"crossBF"
"Bac4",0,0.390765456578787,"Peripherals","Bac4","Prokaryote","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium","_","Bac4","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",2,9,"crossBF"
"Bac16",0,-0.296981746999876,"Peripherals","Bac16","Prokaryote","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","_","Bac16","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",2,9,"crossBF"
"Bac20",0.197530864197531,1.21606210087318,"Peripherals","Bac20","Prokaryote","Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","SphingobacterialesOR","SphingobacterialesOR","_","Bac20","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",2,9,"crossBF"
"Bac23",0,-0.756026509997379,"Peripherals","Bac23","Prokaryote","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Steroidobacter","_","Bac23","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",2,9,"crossBF"
"Bac17",0.0391999999999999,3.14335978317653,"Module hub","Bac17","Prokaryote","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","_","Bac17","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",2,9,"crossBF"
"Bac28",0,2.81418270138494,"Module hub","Bac28","Prokaryote","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","_","Bac28","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",2,9,"crossBF"
"Bac29",0,2.15582853780176,"Peripherals","Bac29","Prokaryote","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Balneimonas","_","Bac29","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",2,9,"crossBF"
"Bac34",0.214532871972318,0.345354587948016,"Peripherals","Bac34","Prokaryote","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Skermanella","_","Bac34","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",2,9,"crossBF"
"Bac22",0,2.17890818588331,"Peripherals","Bac22","Prokaryote","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","BurkholderialesOR","BurkholderialesOR","_","Bac22","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",2,9,"crossBF"
"Bac11",0,-0.327730693416725,"Peripherals","Bac11","Prokaryote","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","SinobacteraceaeFA","_","Bac11","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",2,9,"crossBF"
"Bac42",0.48,1.85714059602811,"Peripherals","Bac42","Prokaryote","Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Flexibacteraceae","Cytophaga","_","Bac42","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",2,9,"crossBF"
"Bac39",0,1.21606210087318,"Peripherals","Bac39","Prokaryote","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","VerrucomicrobialesOR","VerrucomicrobialesOR","_","Bac39","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",2,9,"crossBF"
"Bac40",1.11022302462516e-16,-0.0218828655684112,"Peripherals","Bac40","Prokaryote","Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Flexibacteraceae","Cytophaga","_","Bac40","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",2,9,"crossBF"
"Bac51",0,4.37969923733503,"Module hub","Bac51","Prokaryote","Bacteria","Acidobacteria","Chloracidobacteria","ChloracidobacteriaCL","ChloracidobacteriaCL","ChloracidobacteriaCL","_","Bac51","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",2,9,"crossBF"
"Bac48",0.32,0.786566506207116,"Peripherals","Bac48","Prokaryote","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","_","Bac48","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",2,9,"crossBF"
"Bac54",0,0.115666575147321,"Peripherals","Bac54","Prokaryote","Bacteria","Acidobacteria","Chloracidobacteria","ChloracidobacteriaCL","ChloracidobacteriaCL","ChloracidobacteriaCL","_","Bac54","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",2,9,"crossBF"
"Bac56",0.158790170132325,1.90380930445185,"Peripherals","Bac56","Prokaryote","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter","_","Bac56","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",2,9,"crossBF"
"Bac35",0.0587695133149678,1.74435718556228,"Peripherals","Bac35","Prokaryote","Bacteria","Actinobacteria","ActinobacteriaPH","Actinomycetales","Nocardioidaceae","NocardioidaceaeFA","_","Bac35","Actinobacteria","Actinobacteria","Soil","Control",2,9,"crossBF"
"Bac18",0,-1.0674831155668,"Peripherals","Bac18","Prokaryote","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Kaistobacter","_","Bac18","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",2,9,"crossBF"
"Bac59",1.11022302462516e-16,2.72910594874624,"Module hub","Bac59","Prokaryote","Bacteria","Acidobacteria","Chloracidobacteria","ChloracidobacteriaCL","ChloracidobacteriaCL","ChloracidobacteriaCL","_","Bac59","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",2,9,"crossBF"
"Bac63",0.244897959183674,1.85714059602811,"Peripherals","Bac63","Prokaryote","Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Flexibacteraceae","Cytophaga","_","Bac63","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",2,9,"crossBF"
