"","...1","Pi","Zi","group","otu.name","Kingdom","Kingdom1","Phylum","Class","Order","Family","Genus","Funguild","OTU.ID","Morph","Morph1","Habitat","Treatment","tpA","tpB","network","Treatment1","Treatment2","Kingdom2","Treatment3"
"16358","OTU132Rhizophagus",0.582230623818526,3.03704178910731,"Module hub","OTU132Rhizophagus","Eukaryote","Fungi","Mucoromycota","Glomeromycotina","Glomerales","Glomeraceae","Rhizophagus","Arbuscular mycorrhizal","OTU132Rhizophagus","Non-Yeast","Arbuscular mycorrhizal","Rhizosphere","Control",2,9,"interBF","Drought period","Control","Fungi","Control"
"16362","OTU120Fungi",0.720946842158963,5.94282103532287,"Network hub","OTU120Fungi","Eukaryote","Fungi","unidentified","_","_","_","_","Unidentified & others","OTU120Fungi","Non-Yeast","Unidentified & others","Rhizosphere","Control",2,9,"interBF","Drought period","Control","Fungi","Control"
"16365","OTU486Fungi",0.6016,4.24264068711928,"Module hub","OTU486Fungi","Eukaryote","Fungi","Ascomycota","_","_","_","Parasympodiella","Saprotroph","OTU486Fungi","Non-Yeast","Saprotroph","Rhizosphere","Control",2,9,"interBF","Drought period","Control","Fungi","Control"
"16483","Bac242",0.285493827160494,2.51308779788301,"Module hub","Bac242","Prokaryote","Bacteria","Actinobacteria","ActinobacteriaPH","ActinobacteriaPH","ActinobacteriaPH","ActinobacteriaPH","_","Bac242","Actinobacteria","Actinobacteria","Rhizosphere","Control",8,18,"interBF","Rewetting period","Control","Bacteria","Control"
"16697","OTU1Cladosporium",0,4.18663020347247,"Module hub","OTU1Cladosporium","Eukaryote","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Davidiellaceae","Cladosporium","Saprotroph","OTU1Cladosporium","Non-Yeast","Saprotroph","Rhizosphere","Control",8,18,"interBF","Rewetting period","Control","Fungi","Control"
"16699","OTU5Acremonium",0.104938271604938,4.88177003619642,"Module hub","OTU5Acremonium","Eukaryote","Fungi","Ascomycota","Sordariomycetes","Hypocreales","_","Acremonium","Endophyte","OTU5Acremonium","Non-Yeast","Endophyte","Rhizosphere","Control",8,18,"interBF","Rewetting period","Control","Fungi","Control"
"16700","OTU4Alternaria",0,5.91356726289323,"Module hub","OTU4Alternaria","Eukaryote","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Plant pathogen","OTU4Alternaria","Non-Yeast","Plant pathogen","Rhizosphere","Control",8,18,"interBF","Rewetting period","Control","Fungi","Control"
"16701","OTU6Fusarium",0,3.97941489779131,"Module hub","OTU6Fusarium","Eukaryote","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Plant pathogen","OTU6Fusarium","Non-Yeast","Plant pathogen","Rhizosphere","Control",8,18,"interBF","Rewetting period","Control","Fungi","Control"
"16707","OTU28Chaetomium",0.48,3.64788039546062,"Module hub","OTU28Chaetomium","Eukaryote","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","Saprotroph","OTU28Chaetomium","Non-Yeast","Saprotroph","Rhizosphere","Control",8,18,"interBF","Rewetting period","Control","Fungi","Control"
"16710","OTU35Myrothecium",0.0570934256055363,2.85147097478493,"Module hub","OTU35Myrothecium","Eukaryote","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotriaceae","Striaticonidium","Saprotroph","OTU35Myrothecium","Non-Yeast","Saprotroph","Rhizosphere","Control",8,18,"interBF","Rewetting period","Control","Fungi","Control"
"16711","OTU10Filobasidium",0.0416478044363966,2.6755602764793,"Module hub","OTU10Filobasidium","Eukaryote","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium","SaprotrophYeast","OTU10Filobasidium","Yeast","SaprotrophYeast","Rhizosphere","Control",8,18,"interBF","Rewetting period","Control","Fungi","Control"
"16718","OTU41Fusarium",0,2.51308779788301,"Module hub","OTU41Fusarium","Eukaryote","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Plant pathogen","OTU41Fusarium","Non-Yeast","Plant pathogen","Rhizosphere","Control",8,18,"interBF","Rewetting period","Control","Fungi","Control"
"16721","OTU26Sporobolomyces",0.065,3.53902880618968,"Module hub","OTU26Sporobolomyces","Eukaryote","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","_","Sporobolomyces","SaprotrophYeast","OTU26Sporobolomyces","Yeast","SaprotrophYeast","Rhizosphere","Control",8,18,"interBF","Rewetting period","Control","Fungi","Control"
"16722","OTU11Epicoccum",1.11022302462516e-16,3.39511738457129,"Module hub","OTU11Epicoccum","Eukaryote","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Epicoccum","Plant pathogen","OTU11Epicoccum","Non-Yeast","Plant pathogen","Rhizosphere","Control",8,18,"interBF","Rewetting period","Control","Fungi","Control"
"16723","OTU14Symmetrospora",0,3.97076307104487,"Module hub","OTU14Symmetrospora","Eukaryote","Fungi","Basidiomycota","Cystobasidiomycetes","_","Symmetrosporaceae","Symmetrospora","SaprotrophYeast","OTU14Symmetrospora","Yeast","SaprotrophYeast","Rhizosphere","Control",8,18,"interBF","Rewetting period","Control","Fungi","Control"
"16724","OTU24Cryptococcus",0.0327777777777778,3.61098451699888,"Module hub","OTU24Cryptococcus","Eukaryote","Fungi","Basidiomycota","Tremellomycetes","Tremellales","_","Cryptococcus","SaprotrophYeast","OTU24Cryptococcus","Yeast","SaprotrophYeast","Rhizosphere","Control",8,18,"interBF","Rewetting period","Control","Fungi","Control"
"16730","OTU27Alternaria",0,3.0353388305253,"Module hub","OTU27Alternaria","Eukaryote","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Plant pathogen","OTU27Alternaria","Non-Yeast","Plant pathogen","Rhizosphere","Control",8,18,"interBF","Rewetting period","Control","Fungi","Control"
"16736","OTU70Claroideoglomus",0.047590719809637,3.6410317208894,"Module hub","OTU70Claroideoglomus","Eukaryote","Fungi","Mucoromycota","Glomeromycotina","Glomerales","Claroideoglomeraceae","Claroideoglomus","Arbuscular mycorrhizal","OTU70Claroideoglomus","Non-Yeast","Arbuscular mycorrhizal","Rhizosphere","Control",8,18,"interBF","Rewetting period","Control","Fungi","Control"
"16737","OTU44Curvularia",0,3.86662050549068,"Module hub","OTU44Curvularia","Eukaryote","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Curvularia","Plant pathogen","OTU44Curvularia","Non-Yeast","Plant pathogen","Rhizosphere","Control",8,18,"interBF","Rewetting period","Control","Fungi","Control"
"16738","OTU52Mortierella",0.455,4.03931961597808,"Module hub","OTU52Mortierella","Eukaryote","Fungi","Mucoromycota","Mortierellomycotina","Mortierellales","Mortierellaceae","Mortierella","Saprotroph","OTU52Mortierella","Non-Yeast","Saprotroph","Rhizosphere","Control",8,18,"interBF","Rewetting period","Control","Fungi","Control"
"16774","OTU69Tremellomycetes",1.11022302462516e-16,3.39511738457129,"Module hub","OTU69Tremellomycetes","Eukaryote","Fungi","Basidiomycota","Tremellomycetes","Tremellales","_","Naganishia","SaprotrophYeast","OTU69Tremellomycetes","Yeast","SaprotrophYeast","Rhizosphere","Control",8,18,"interBF","Rewetting period","Control","Fungi","Control"
"16827","Bac301",0.625,-0.253854066791725,"Connector","Bac301","Prokaryote","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","VerrucomicrobialesOR","VerrucomicrobialesOR","_","Bac301","Non-Actinobacteria","Non-Actinobacteria","Rhizosphere","Pre_flowering_drought",2,9,"interBF","Drought period","Drought","Bacteria","Drought"
"16837","Bac497",0.40625,2.53854066791725,"Module hub","Bac497","Prokaryote","Bacteria","_","_","_","_","_","_","Bac497","Non-Actinobacteria","Non-Actinobacteria","Rhizosphere","Pre_flowering_drought",2,9,"interBF","Drought period","Drought","Bacteria","Drought"
"16841","Bac56",0.666666666666667,0.724568837309472,"Connector","Bac56","Prokaryote","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter","_","Bac56","Non-Actinobacteria","Non-Actinobacteria","Rhizosphere","Pre_flowering_drought",2,9,"interBF","Drought period","Drought","Bacteria","Drought"
"16853","Bac149",0.64,-0.241522945769824,"Connector","Bac149","Prokaryote","Bacteria","Acidobacteria","Solibacteres","Solibacterales","Solibacteraceae","SolibacteraceaeFA","_","Bac149","Non-Actinobacteria","Non-Actinobacteria","Rhizosphere","Pre_flowering_drought",2,9,"interBF","Drought period","Drought","Bacteria","Drought"
"16921","OTU13Preussia",0.304498269896194,3.78138617860796,"Module hub","OTU13Preussia","Eukaryote","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","Saprotroph","OTU13Preussia","Non-Yeast","Saprotroph","Rhizosphere","Pre_flowering_drought",2,9,"interBF","Drought period","Drought","Fungi","Drought"
"16924","OTU73Trichocladium",0.625,-0.241522945769824,"Connector","OTU73Trichocladium","Eukaryote","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Trichocladium","Saprotroph","OTU73Trichocladium","Non-Yeast","Saprotroph","Rhizosphere","Pre_flowering_drought",2,9,"interBF","Drought period","Drought","Fungi","Drought"
"16933","OTU109Beauveria",0,2.82866567972698,"Module hub","OTU109Beauveria","Eukaryote","Fungi","Ascomycota","Sordariomycetes","Hypocreales","_","Geosmithia","Saprotroph","OTU109Beauveria","Non-Yeast","Saprotroph","Rhizosphere","Pre_flowering_drought",2,9,"interBF","Drought period","Drought","Fungi","Drought"
"16999","Bac192",0.666666666666667,-0.191430093957436,"Connector","Bac192","Prokaryote","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","RhodocyclalesOR","RhodocyclalesOR","_","Bac192","Non-Actinobacteria","Non-Actinobacteria","Rhizosphere","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Bacteria","Rewetting"
"17002","Bac206",0.666666666666667,-0.191430093957436,"Connector","Bac206","Prokaryote","Bacteria","Gemmatimonadetes","GemmatimonadetesPH","Gemmatimonadales","GemmatimonadalesOR","GemmatimonadalesOR","_","Bac206","Non-Actinobacteria","Non-Actinobacteria","Rhizosphere","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Bacteria","Rewetting"
"17005","Bac215",0.625,-0.191430093957436,"Connector","Bac215","Prokaryote","Bacteria","Chloroflexi","ChloroflexiPH","Roseiflexales","Kouleothrixaceae","KouleothrixaceaeFA","_","Bac215","Non-Actinobacteria","Non-Actinobacteria","Rhizosphere","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Bacteria","Rewetting"
"17065","Bac626",0.64,-0.300538575857355,"Connector","Bac626","Prokaryote","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","SinobacteraceaeFA","_","Bac626","Non-Actinobacteria","Non-Actinobacteria","Rhizosphere","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Bacteria","Rewetting"
"17066","Bac627",0.666666666666667,-0.191430093957436,"Connector","Bac627","Prokaryote","Bacteria","Acidobacteria","AcidobacteriaPH","AcidobacteriaPH","AcidobacteriaPH","AcidobacteriaPH","_","Bac627","Non-Actinobacteria","Non-Actinobacteria","Rhizosphere","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Bacteria","Rewetting"
"17067","Bac628",0.625,-0.300538575857355,"Connector","Bac628","Prokaryote","Bacteria","Acidobacteria","AcidobacteriaPH","AcidobacteriaPH","AcidobacteriaPH","AcidobacteriaPH","_","Bac628","Non-Actinobacteria","Non-Actinobacteria","Rhizosphere","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Bacteria","Rewetting"
"17075","Bac697",0.693877551020408,-0.447213595499958,"Connector","Bac697","Prokaryote","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Chondromyces","_","Bac697","Non-Actinobacteria","Non-Actinobacteria","Rhizosphere","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Bacteria","Rewetting"
"17107","Bac925",0.625,-0.191430093957436,"Connector","Bac925","Prokaryote","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","Plesiocystis","_","Bac925","Non-Actinobacteria","Non-Actinobacteria","Rhizosphere","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Bacteria","Rewetting"
"17111","Bac983",0.625,-0.300538575857355,"Connector","Bac983","Prokaryote","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","PolyangiaceaeFA","_","Bac983","Non-Actinobacteria","Non-Actinobacteria","Rhizosphere","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Bacteria","Rewetting"
"17125","Bac1153",0.666666666666667,-0.191430093957436,"Connector","Bac1153","Prokaryote","Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","SphingobacterialesOR","SphingobacterialesOR","_","Bac1153","Non-Actinobacteria","Non-Actinobacteria","Rhizosphere","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Bacteria","Rewetting"
"17131","Bac1269",0.666666666666667,-0.191430093957436,"Connector","Bac1269","Prokaryote","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","BdellovibrionaceaeFA","_","Bac1269","Non-Actinobacteria","Non-Actinobacteria","Rhizosphere","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Bacteria","Rewetting"
"17141","Bac1449",0.625,-0.191430093957436,"Connector","Bac1449","Prokaryote","Bacteria","_","_","_","_","_","_","Bac1449","Non-Actinobacteria","Non-Actinobacteria","Rhizosphere","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Bacteria","Rewetting"
"17158","Bac2234",0.625,-0.300538575857355,"Connector","Bac2234","Prokaryote","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","BdellovibrionaceaeFA","_","Bac2234","Non-Actinobacteria","Non-Actinobacteria","Rhizosphere","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Bacteria","Rewetting"
"17345","OTU1Cladosporium",0.570431420977744,6.58225015376722,"Module hub","OTU1Cladosporium","Eukaryote","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Davidiellaceae","Cladosporium","Saprotroph","OTU1Cladosporium","Non-Yeast","Saprotroph","Rhizosphere","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Fungi","Rewetting"
"17346","OTU5Acremonium",0,5.11522273140599,"Module hub","OTU5Acremonium","Eukaryote","Fungi","Ascomycota","Sordariomycetes","Hypocreales","_","Acremonium","Endophyte","OTU5Acremonium","Non-Yeast","Endophyte","Rhizosphere","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Fungi","Rewetting"
"17347","OTU4Alternaria",0.50971604635692,4.53651108049894,"Module hub","OTU4Alternaria","Eukaryote","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Plant pathogen","OTU4Alternaria","Non-Yeast","Plant pathogen","Rhizosphere","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Fungi","Rewetting"
"17352","OTU10Filobasidium",0.442455775234131,4.53651108049894,"Module hub","OTU10Filobasidium","Eukaryote","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium","SaprotrophYeast","OTU10Filobasidium","Yeast","SaprotrophYeast","Rhizosphere","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Fungi","Rewetting"
"17358","OTU65Corynascus",0,4.41484750793711,"Module hub","OTU65Corynascus","Eukaryote","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Corynascus","Saprotroph","OTU65Corynascus","Non-Yeast","Saprotroph","Rhizosphere","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Fungi","Rewetting"
"17359","OTU26Sporobolomyces",0.473171232174002,4.85671947001149,"Module hub","OTU26Sporobolomyces","Eukaryote","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","_","Sporobolomyces","SaprotrophYeast","OTU26Sporobolomyces","Yeast","SaprotrophYeast","Rhizosphere","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Fungi","Rewetting"
"17360","OTU11Epicoccum",0.569304240899082,6.43409109655595,"Module hub","OTU11Epicoccum","Eukaryote","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Epicoccum","Plant pathogen","OTU11Epicoccum","Non-Yeast","Plant pathogen","Rhizosphere","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Fungi","Rewetting"
"17361","OTU14Symmetrospora",0.451515704894083,4.26204674663105,"Module hub","OTU14Symmetrospora","Eukaryote","Fungi","Basidiomycota","Cystobasidiomycetes","_","Symmetrosporaceae","Symmetrospora","SaprotrophYeast","OTU14Symmetrospora","Yeast","SaprotrophYeast","Rhizosphere","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Fungi","Rewetting"
"17362","OTU24Cryptococcus",0.437020176690714,4.76523135872219,"Module hub","OTU24Cryptococcus","Eukaryote","Fungi","Basidiomycota","Tremellomycetes","Tremellales","_","Cryptococcus","SaprotrophYeast","OTU24Cryptococcus","Yeast","SaprotrophYeast","Rhizosphere","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Fungi","Rewetting"
"17364","OTU50Filobasidiaceae",0.371666666666667,3.66737402325061,"Module hub","OTU50Filobasidiaceae","Eukaryote","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","_","SaprotrophYeast","OTU50Filobasidiaceae","Yeast","SaprotrophYeast","Rhizosphere","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Fungi","Rewetting"
"17366","OTU27Alternaria",0.373,2.93546913293622,"Module hub","OTU27Alternaria","Eukaryote","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Plant pathogen","OTU27Alternaria","Non-Yeast","Plant pathogen","Rhizosphere","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Fungi","Rewetting"
"17383","OTU97Penicillium",0,8.47702380405657,"Module hub","OTU97Penicillium","Eukaryote","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Penicillium","Saprotroph","OTU97Penicillium","Non-Yeast","Saprotroph","Rhizosphere","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Fungi","Rewetting"
"17390","OTU53Stemphylium",0.515155174495834,3.9601455026082,"Module hub","OTU53Stemphylium","Eukaryote","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Stemphylium","Plant pathogen","OTU53Stemphylium","Non-Yeast","Plant pathogen","Rhizosphere","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Fungi","Rewetting"
"17391","OTU61Cryptococcus",0.201728395061728,3.07270129987017,"Module hub","OTU61Cryptococcus","Eukaryote","Fungi","Basidiomycota","Tremellomycetes","Tremellales","_","Papiliotrema","SaprotrophYeast","OTU61Cryptococcus","Yeast","SaprotrophYeast","Rhizosphere","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Fungi","Rewetting"
"17394","OTU83Cladosporium",0.368264462809917,3.34716563373806,"Module hub","OTU83Cladosporium","Eukaryote","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Davidiellaceae","Cladosporium","Saprotroph","OTU83Cladosporium","Non-Yeast","Saprotroph","Rhizosphere","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Fungi","Rewetting"
"17436","OTU229Glomus",0.628099173553719,0.48593793081503,"Connector","OTU229Glomus","Eukaryote","Fungi","Mucoromycota","Glomeromycotina","_","_","_","Arbuscular mycorrhizal","OTU229Glomus","Non-Yeast","Arbuscular mycorrhizal","Rhizosphere","Pre_flowering_drought",8,18,"interBF","Rewetting period","Drought","Fungi","Rewetting"
"17777","OTU2Setophoma",0,5.61736028329193,"Module hub","OTU2Setophoma","Eukaryote","Fungi","Ascomycota","_","_","_","Setophoma","Plant pathogen","OTU2Setophoma","Non-Yeast","Plant pathogen","Root","Control",2,9,"interBF","Drought period","Control","Fungi","Control"
"17780","OTU18Gibberella",0,6.29673828259768,"Module hub","OTU18Gibberella","Eukaryote","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Gibberella","Plant pathogen","OTU18Gibberella","Non-Yeast","Plant pathogen","Root","Control",2,9,"interBF","Drought period","Control","Fungi","Control"
"17784","OTU12Talaromyces",0.165589412126808,2.99121639882641,"Module hub","OTU12Talaromyces","Eukaryote","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Saprotroph","OTU12Talaromyces","Non-Yeast","Saprotroph","Root","Control",2,9,"interBF","Drought period","Control","Fungi","Control"
"17789","OTU35Myrothecium",0.4234404536862,3.88057000058133,"Module hub","OTU35Myrothecium","Eukaryote","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotriaceae","Striaticonidium","Saprotroph","OTU35Myrothecium","Non-Yeast","Saprotroph","Root","Control",2,9,"interBF","Drought period","Control","Fungi","Control"
"17791","OTU9Meruliaceae",0,2.91519074101224,"Module hub","OTU9Meruliaceae","Eukaryote","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Gloeoporus","Saprotroph","OTU9Meruliaceae","Non-Yeast","Saprotroph","Root","Control",2,9,"interBF","Drought period","Control","Fungi","Control"
"17792","OTU13Preussia",0.0961111111111111,3.37134468789725,"Module hub","OTU13Preussia","Eukaryote","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","Saprotroph","OTU13Preussia","Non-Yeast","Saprotroph","Root","Control",2,9,"interBF","Drought period","Control","Fungi","Control"
"17798","OTU65Corynascus",0.108935564257743,2.83916508319807,"Module hub","OTU65Corynascus","Eukaryote","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Corynascus","Saprotroph","OTU65Corynascus","Non-Yeast","Saprotroph","Root","Control",2,9,"interBF","Drought period","Control","Fungi","Control"
"17799","OTU40Acremonium",0.0733357066571734,2.91519074101224,"Module hub","OTU40Acremonium","Eukaryote","Fungi","Ascomycota","Sordariomycetes","Hypocreales","_","Acremonium","Endophyte","OTU40Acremonium","Non-Yeast","Endophyte","Root","Control",2,9,"interBF","Drought period","Control","Fungi","Control"
"17810","OTU47Chaetomium",0.489795918367347,2.77407873365426,"Module hub","OTU47Chaetomium","Eukaryote","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","Saprotroph","OTU47Chaetomium","Non-Yeast","Saprotroph","Root","Control",2,9,"interBF","Drought period","Control","Fungi","Control"
"17813","OTU56Agaricomycetes",0,5.07385788384733,"Module hub","OTU56Agaricomycetes","Eukaryote","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","_","Oliveonia","Saprotroph","OTU56Agaricomycetes","Non-Yeast","Saprotroph","Root","Control",2,9,"interBF","Drought period","Control","Fungi","Control"
"17822","OTU49Macrophomina",0,2.76313942538391,"Module hub","OTU49Macrophomina","Eukaryote","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Macrophomina","Plant pathogen","OTU49Macrophomina","Non-Yeast","Plant pathogen","Root","Control",2,9,"interBF","Drought period","Control","Fungi","Control"
"17823","OTU97Penicillium",0.113033448673587,2.68711376756974,"Module hub","OTU97Penicillium","Eukaryote","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Penicillium","Saprotroph","OTU97Penicillium","Non-Yeast","Saprotroph","Root","Control",2,9,"interBF","Drought period","Control","Fungi","Control"
"17824","OTU322Fusarium",0,3.85097748509698,"Module hub","OTU322Fusarium","Eukaryote","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Plant pathogen","OTU322Fusarium","Non-Yeast","Plant pathogen","Root","Control",2,9,"interBF","Drought period","Control","Fungi","Control"
"17838","OTU112Curvularia",0.5,2.60316549382387,"Module hub","OTU112Curvularia","Eukaryote","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Curvularia","Plant pathogen","OTU112Curvularia","Non-Yeast","Plant pathogen","Root","Control",2,9,"interBF","Drought period","Control","Fungi","Control"
"17843","OTU110Myrmecridium",0,4.12272868481928,"Module hub","OTU110Myrmecridium","Eukaryote","Fungi","Ascomycota","Sordariomycetes","_","_","Myrmecridium","Saprotroph","OTU110Myrmecridium","Non-Yeast","Saprotroph","Root","Control",2,9,"interBF","Drought period","Control","Fungi","Control"
"17844","OTU151Vermispora",1.11022302462516e-16,3.17159948579123,"Module hub","OTU151Vermispora","Eukaryote","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","OrbilialesfamIncertaesedis","Vermispora","Unidentified & others","OTU151Vermispora","Non-Yeast","Unidentified & others","Root","Control",2,9,"interBF","Drought period","Control","Fungi","Control"
"17897","Bac475",0.653061224489796,0.0223568254821528,"Connector","Bac475","Prokaryote","Bacteria","TM7","TM7PH","TM7PH","TM7PH","TM7PH","_","Bac475","Non-Actinobacteria","Non-Actinobacteria","Root","Control",8,18,"interBF","Rewetting period","Control","Bacteria","Control"
"18057","OTU5Acremonium",0.0587695133149678,3.16204313740273,"Module hub","OTU5Acremonium","Eukaryote","Fungi","Ascomycota","Sordariomycetes","Hypocreales","_","Acremonium","Endophyte","OTU5Acremonium","Non-Yeast","Endophyte","Root","Control",8,18,"interBF","Rewetting period","Control","Fungi","Control"
"18060","OTU18Gibberella",0.283164782867341,3.43644792073539,"Module hub","OTU18Gibberella","Eukaryote","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Gibberella","Plant pathogen","OTU18Gibberella","Non-Yeast","Plant pathogen","Root","Control",8,18,"interBF","Rewetting period","Control","Fungi","Control"
"18062","OTU17Acrophialophora",0.060546875,3.0388466515299,"Module hub","OTU17Acrophialophora","Eukaryote","Fungi","Ascomycota","_","_","_","Acrophialophora","Plant pathogen","OTU17Acrophialophora","Non-Yeast","Plant pathogen","Root","Control",8,18,"interBF","Rewetting period","Control","Fungi","Control"
"18068","OTU35Myrothecium",0.0587695133149678,3.16204313740273,"Module hub","OTU35Myrothecium","Eukaryote","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotriaceae","Striaticonidium","Saprotroph","OTU35Myrothecium","Non-Yeast","Saprotroph","Root","Control",8,18,"interBF","Rewetting period","Control","Fungi","Control"
"18070","OTU22Periconia",0.046485260770975,4.27081151025824,"Module hub","OTU22Periconia","Eukaryote","Fungi","Ascomycota","Dothideomycetes","Pleosporales","_","Periconia","Endophyte","OTU22Periconia","Non-Yeast","Endophyte","Root","Control",8,18,"interBF","Rewetting period","Control","Fungi","Control"
"18073","OTU41Fusarium",0,3.28523962327557,"Module hub","OTU41Fusarium","Eukaryote","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Plant pathogen","OTU41Fusarium","Non-Yeast","Plant pathogen","Root","Control",8,18,"interBF","Rewetting period","Control","Fungi","Control"
"18078","OTU106Sordariomycetes",0.273450321929049,8.2088176403645,"Module hub","OTU106Sordariomycetes","Eukaryote","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora","Endophyte","OTU106Sordariomycetes","Non-Yeast","Endophyte","Root","Control",8,18,"interBF","Rewetting period","Control","Fungi","Control"
"18079","OTU27Alternaria",0.408163265306122,4.04658541226965,"Module hub","OTU27Alternaria","Eukaryote","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Plant pathogen","OTU27Alternaria","Non-Yeast","Plant pathogen","Root","Control",8,18,"interBF","Rewetting period","Control","Fungi","Control"
