"","...1","Pi","Zi","group","otu.name","Kingdom","Kingdom1","Phylum","Class","Order","Family","Genus","Funguild","OTU.ID","Morph","Morph1","Habitat","Treatment","tpA","tpB","network","Treatment1","Treatment2","Kingdom2","Treatment3"
"11179","Bac488",0.0229853975121687,2.66107113601716,"Module hub","Bac488","Prokaryote","Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Flexibacteraceae","Cytophaga","_","Bac488","Non-Actinobacteria","Non-Actinobacteria","Root","Control",8,18,"crossBF","Rewetting period","Control","Bacteria","Control"
"11182","Bac475",0.464009518143962,3.66780822199869,"Module hub","Bac475","Prokaryote","Bacteria","TM7","TM7PH","TM7PH","TM7PH","TM7PH","_","Bac475","Non-Actinobacteria","Non-Actinobacteria","Root","Control",8,18,"crossBF","Rewetting period","Control","Bacteria","Control"
"11192","Bac532",0.0678745267712276,2.5745791164283,"Module hub","Bac532","Prokaryote","Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Sphingobacteriaceae","SphingobacteriaceaeFA","_","Bac532","Non-Actinobacteria","Non-Actinobacteria","Root","Control",8,18,"crossBF","Rewetting period","Control","Bacteria","Control"
"11233","Bac703",0.127066115702479,2.53133310663387,"Module hub","Bac703","Prokaryote","Bacteria","Verrucomicrobia","Spartobacteria","Spartobacteriales","Spartobacteriaceae","SpartobacteriaceaeFA","_","Bac703","Non-Actinobacteria","Non-Actinobacteria","Root","Control",8,18,"crossBF","Rewetting period","Control","Bacteria","Control"
"11235","Bac714",0.0886965927528393,2.53133310663387,"Module hub","Bac714","Prokaryote","Bacteria","Proteobacteria","Gammaproteobacteria","_","_","_","_","Bac714","Non-Actinobacteria","Non-Actinobacteria","Root","Control",8,18,"crossBF","Rewetting period","Control","Bacteria","Control"
"11287","Bac1276",0.104818258664413,2.70431714581159,"Module hub","Bac1276","Prokaryote","Bacteria","Proteobacteria","Alphaproteobacteria","AlphaproteobacteriaCL","AlphaproteobacteriaCL","AlphaproteobacteriaCL","_","Bac1276","Non-Actinobacteria","Non-Actinobacteria","Root","Control",8,18,"crossBF","Rewetting period","Control","Bacteria","Control"
"11299","Bac1460",0.0776,3.13677724375587,"Module hub","Bac1460","Prokaryote","Bacteria","Proteobacteria","Alphaproteobacteria","AlphaproteobacteriaCL","AlphaproteobacteriaCL","AlphaproteobacteriaCL","_","Bac1460","Non-Actinobacteria","Non-Actinobacteria","Root","Control",8,18,"crossBF","Rewetting period","Control","Bacteria","Control"
"11380","OTU27Alternaria",0.48,2.70176879736092,"Module hub","OTU27Alternaria","Eukaryote","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Plant pathogen","OTU27Alternaria","Non-Yeast","Plant pathogen","Root","Control",8,18,"crossBF","Rewetting period","Control","Fungi","Control"
"11382","OTU106Sordariomycetes",0.0611634349030471,2.96379320457816,"Module hub","OTU106Sordariomycetes","Eukaryote","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora","Endophyte","OTU106Sordariomycetes","Non-Yeast","Endophyte","Root","Control",8,18,"crossBF","Rewetting period","Control","Fungi","Control"
"11608","Bac13",0,2.57986247385798,"Module hub","Bac13","Prokaryote","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Cellvibrio","_","Bac13","Non-Actinobacteria","Non-Actinobacteria","Root","Pre_flowering_drought",8,18,"crossBF","Rewetting period","Drought","Bacteria","Rewetting"
"11612","Bac20",0.0665873959571939,3.45158431492877,"Module hub","Bac20","Prokaryote","Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","SphingobacterialesOR","SphingobacterialesOR","_","Bac20","Non-Actinobacteria","Non-Actinobacteria","Root","Pre_flowering_drought",8,18,"crossBF","Rewetting period","Drought","Bacteria","Rewetting"
"11670","Bac114",0.2112,2.50524132528837,"Module hub","Bac114","Prokaryote","Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Flexibacteraceae","Cytophaga","_","Bac114","Non-Actinobacteria","Non-Actinobacteria","Root","Pre_flowering_drought",8,18,"crossBF","Rewetting period","Drought","Bacteria","Rewetting"
"11678","Bac138",0.478596908442331,2.6629651568951,"Module hub","Bac138","Prokaryote","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","HaliangiaceaeFA","_","Bac138","Non-Actinobacteria","Non-Actinobacteria","Root","Pre_flowering_drought",8,18,"crossBF","Rewetting period","Drought","Bacteria","Rewetting"
"11708","Bac200",0.471655328798186,2.82068898850184,"Module hub","Bac200","Prokaryote","Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","SphingobacterialesOR","SphingobacterialesOR","_","Bac200","Non-Actinobacteria","Non-Actinobacteria","Root","Pre_flowering_drought",8,18,"crossBF","Rewetting period","Drought","Bacteria","Rewetting"
"11744","Bac312",0,2.69959740480294,"Module hub","Bac312","Prokaryote","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","_","Bac312","Non-Actinobacteria","Non-Actinobacteria","Root","Pre_flowering_drought",8,18,"crossBF","Rewetting period","Drought","Bacteria","Rewetting"
"12200","Bac7",0.035076530612245,3.63712540586392,"Module hub","Bac7","Prokaryote","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","_","Bac7","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",2,9,"crossBF","Drought period","Control","Bacteria","Control"
"12201","Bac12",0.121321865097329,2.73188843093705,"Module hub","Bac12","Prokaryote","Bacteria","Actinobacteria","ActinobacteriaPH","Actinomycetales","Micrococcaceae","Arthrobacter","_","Bac12","Actinobacteria","Actinobacteria","Soil","Control",2,9,"crossBF","Drought period","Control","Bacteria","Control"
"12210","Bac17",0.0391999999999999,3.14335978317653,"Module hub","Bac17","Prokaryote","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","_","Bac17","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",2,9,"crossBF","Drought period","Control","Bacteria","Control"
"12211","Bac28",0,2.81418270138494,"Module hub","Bac28","Prokaryote","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","_","Bac28","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",2,9,"crossBF","Drought period","Control","Bacteria","Control"
"12219","Bac51",0,4.37969923733503,"Module hub","Bac51","Prokaryote","Bacteria","Acidobacteria","Chloracidobacteria","ChloracidobacteriaCL","ChloracidobacteriaCL","ChloracidobacteriaCL","_","Bac51","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",2,9,"crossBF","Drought period","Control","Bacteria","Control"
"12225","Bac59",1.11022302462516e-16,2.72910594874624,"Module hub","Bac59","Prokaryote","Bacteria","Acidobacteria","Chloracidobacteria","ChloracidobacteriaCL","ChloracidobacteriaCL","ChloracidobacteriaCL","_","Bac59","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",2,9,"crossBF","Drought period","Control","Bacteria","Control"
"12231","Bac68",0.18,2.72910594874624,"Module hub","Bac68","Prokaryote","Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Flexibacteraceae","Cytophaga","_","Bac68","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",2,9,"crossBF","Drought period","Control","Bacteria","Control"
"12232","Bac70",0,3.14175427089344,"Module hub","Bac70","Prokaryote","Bacteria","Acidobacteria","Chloracidobacteria","ChloracidobacteriaCL","ChloracidobacteriaCL","ChloracidobacteriaCL","_","Bac70","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",2,9,"crossBF","Drought period","Control","Bacteria","Control"
"12245","Bac120",0,2.73188843093705,"Module hub","Bac120","Prokaryote","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","BacillaceaeFA","_","Bac120","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",2,9,"crossBF","Drought period","Control","Bacteria","Control"
"12281","Bac131",0.64,-0.441878508126322,"Connector","Bac131","Prokaryote","Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Flexibacteraceae","FlexibacteraceaeFA","_","Bac131","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",2,9,"crossBF","Drought period","Control","Bacteria","Control"
"12292","Bac250",0,2.69960151058425,"Module hub","Bac250","Prokaryote","Bacteria","Proteobacteria","Alphaproteobacteria","AlphaproteobacteriaCL","AlphaproteobacteriaCL","AlphaproteobacteriaCL","_","Bac250","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",2,9,"crossBF","Drought period","Control","Bacteria","Control"
"12309","Bac301",0,3.27930371160917,"Module hub","Bac301","Prokaryote","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","VerrucomicrobialesOR","VerrucomicrobialesOR","_","Bac301","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",2,9,"crossBF","Drought period","Control","Bacteria","Control"
"12310","Bac257",1.11022302462516e-16,3.32789751432636,"Module hub","Bac257","Prokaryote","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Hyphomonadaceae","HyphomonadaceaeFA","_","Bac257","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",2,9,"crossBF","Drought period","Control","Bacteria","Control"
"12353","Bac515",0.04875,4.37969923733503,"Module hub","Bac515","Prokaryote","Bacteria","Verrucomicrobia","Spartobacteria","Spartobacteriales","Spartobacteriaceae","Chthoniobacter","_","Bac515","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",2,9,"crossBF","Drought period","Control","Bacteria","Control"
"12356","Bac442",0,2.69960151058425,"Module hub","Bac442","Prokaryote","Bacteria","Acidobacteria","AcidobacteriaPH","AcidobacteriaPH","Koribacteraceae","KoribacteraceaeFA","_","Bac442","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",2,9,"crossBF","Drought period","Control","Bacteria","Control"
"12988","Bac7",0.060546875,2.77659144553476,"Module hub","Bac7","Prokaryote","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","_","Bac7","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",8,18,"crossBF","Rewetting period","Control","Bacteria","Control"
"12990","Bac12",0,3.58465854018711,"Module hub","Bac12","Prokaryote","Bacteria","Actinobacteria","ActinobacteriaPH","Actinomycetales","Micrococcaceae","Arthrobacter","_","Bac12","Actinobacteria","Actinobacteria","Soil","Control",8,18,"crossBF","Rewetting period","Control","Bacteria","Control"
"12991","Bac17",0,3.12290591467148,"Module hub","Bac17","Prokaryote","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","_","Bac17","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",8,18,"crossBF","Rewetting period","Control","Bacteria","Control"
"12993","Bac29",0,3.70009669656601,"Module hub","Bac29","Prokaryote","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Balneimonas","_","Bac29","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",8,18,"crossBF","Rewetting period","Control","Bacteria","Control"
"12994","Bac34",0,3.23834407105039,"Module hub","Bac34","Prokaryote","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Skermanella","_","Bac34","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",8,18,"crossBF","Rewetting period","Control","Bacteria","Control"
"13004","Bac64",0,2.68328157299975,"Module hub","Bac64","Prokaryote","Bacteria","Acidobacteria","Solibacteres","Solibacterales","Solibacteraceae","SolibacteraceaeFA","_","Bac64","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",8,18,"crossBF","Rewetting period","Control","Bacteria","Control"
"13016","Bac89",0.408163265306122,4.06133270897798,"Module hub","Bac89","Prokaryote","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","VerrucomicrobialesOR","VerrucomicrobialesOR","_","Bac89","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",8,18,"crossBF","Rewetting period","Control","Bacteria","Control"
"13075","Bac257",0,2.55538205148517,"Module hub","Bac257","Prokaryote","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Hyphomonadaceae","HyphomonadaceaeFA","_","Bac257","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",8,18,"crossBF","Rewetting period","Control","Bacteria","Control"
"13094","Bac426",0,4.21905183698706,"Module hub","Bac426","Prokaryote","Bacteria","Acidobacteria","Chloracidobacteria","ChloracidobacteriaCL","ChloracidobacteriaCL","ChloracidobacteriaCL","_","Bac426","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",8,18,"crossBF","Rewetting period","Control","Bacteria","Control"
"13102","Bac376",0.287334593572779,3.0724515720117,"Module hub","Bac376","Prokaryote","Bacteria","Chlorobi","SM1B09","SM1B09CL","SM1B09CL","SM1B09CL","_","Bac376","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",8,18,"crossBF","Rewetting period","Control","Bacteria","Control"
"13103","Bac419",0.0798611111111112,3.92951419862533,"Module hub","Bac419","Prokaryote","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","RickettsiaceaeFA","_","Bac419","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",8,18,"crossBF","Rewetting period","Control","Bacteria","Control"
"13115","Bac442",0,3.26838338812884,"Module hub","Bac442","Prokaryote","Bacteria","Acidobacteria","AcidobacteriaPH","AcidobacteriaPH","Koribacteraceae","KoribacteraceaeFA","_","Bac442","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",8,18,"crossBF","Rewetting period","Control","Bacteria","Control"
"13121","Bac512",0.139917695473251,4.35804551193214,"Module hub","Bac512","Prokaryote","Bacteria","Bacteroidetes","BacteroidetesPH","BacteroidetesPH","BacteroidetesPH","BacteroidetesPH","_","Bac512","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",8,18,"crossBF","Rewetting period","Control","Bacteria","Control"
"13131","Bac701",0.1472,4.45671894920161,"Module hub","Bac701","Prokaryote","Bacteria","Acidobacteria","RB25","RB25CL","RB25CL","RB25CL","_","Bac701","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",8,18,"crossBF","Rewetting period","Control","Bacteria","Control"
"13171","Bac455",1.11022302462516e-16,2.50057261833768,"Module hub","Bac455","Prokaryote","Bacteria","Acidobacteria","_","_","_","_","_","Bac455","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",8,18,"crossBF","Rewetting period","Control","Bacteria","Control"
"13353","OTU23Stachybotrys",0.231111111111111,2.86006042945873,"Module hub","OTU23Stachybotrys","Eukaryote","Fungi","Ascomycota","Sordariomycetes","Hypocreales","_","Stachybotrys","Saprotroph","OTU23Stachybotrys","Non-Yeast","Saprotroph","Soil","Control",8,18,"crossBF","Rewetting period","Control","Fungi","Control"
"13361","OTU14Symmetrospora",0.17233560090703,3.0724515720117,"Module hub","OTU14Symmetrospora","Eukaryote","Fungi","Basidiomycota","Cystobasidiomycetes","_","Symmetrosporaceae","Symmetrospora","SaprotrophYeast","OTU14Symmetrospora","Yeast","SaprotrophYeast","Soil","Control",8,18,"crossBF","Rewetting period","Control","Fungi","Control"
"13374","OTU65Corynascus",0,2.76208293995359,"Module hub","OTU65Corynascus","Eukaryote","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Corynascus","Saprotroph","OTU65Corynascus","Non-Yeast","Saprotroph","Soil","Control",8,18,"crossBF","Rewetting period","Control","Fungi","Control"
"13513","Bac589",0.666666666666667,-0.620947562942913,"Connector","Bac589","Prokaryote","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","VerrucomicrobialesOR","VerrucomicrobialesOR","_","Bac589","Non-Actinobacteria","Non-Actinobacteria","Soil","Control",8,18,"crossBF","Rewetting period","Control","Bacteria","Control"
"13793","Bac177",0.142011834319527,2.72970826088476,"Module hub","Bac177","Prokaryote","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Balneimonas","_","Bac177","Non-Actinobacteria","Non-Actinobacteria","Soil","Pre_flowering_drought",2,9,"crossBF","Drought period","Drought","Bacteria","Drought"
"14021","Bac22",0.0624349635796045,2.7975898393436,"Module hub","Bac22","Prokaryote","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","BurkholderialesOR","BurkholderialesOR","_","Bac22","Non-Actinobacteria","Non-Actinobacteria","Soil","Pre_flowering_drought",8,18,"crossBF","Rewetting period","Drought","Bacteria","Rewetting"
"14022","Bac29",0,3.6148675830115,"Module hub","Bac29","Prokaryote","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Balneimonas","_","Bac29","Non-Actinobacteria","Non-Actinobacteria","Soil","Pre_flowering_drought",8,18,"crossBF","Rewetting period","Drought","Bacteria","Rewetting"
"14023","Bac34",0,2.81550875724867,"Module hub","Bac34","Prokaryote","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Skermanella","_","Bac34","Non-Actinobacteria","Non-Actinobacteria","Soil","Pre_flowering_drought",8,18,"crossBF","Rewetting period","Drought","Bacteria","Rewetting"
"14026","Bac35",0,3.38647934707926,"Module hub","Bac35","Prokaryote","Bacteria","Actinobacteria","ActinobacteriaPH","Actinomycetales","Nocardioidaceae","NocardioidaceaeFA","_","Bac35","Actinobacteria","Actinobacteria","Soil","Pre_flowering_drought",8,18,"crossBF","Rewetting period","Drought","Bacteria","Rewetting"
"14034","Bac59",0,2.82179021190449,"Module hub","Bac59","Prokaryote","Bacteria","Acidobacteria","Chloracidobacteria","ChloracidobacteriaCL","ChloracidobacteriaCL","ChloracidobacteriaCL","_","Bac59","Non-Actinobacteria","Non-Actinobacteria","Soil","Pre_flowering_drought",8,18,"crossBF","Rewetting period","Drought","Bacteria","Rewetting"
"14037","Bac61",0.0540123456790124,3.15809111114702,"Module hub","Bac61","Prokaryote","Bacteria","Actinobacteria","ActinobacteriaPH","Actinomycetales","Nocardioidaceae","NocardioidaceaeFA","_","Bac61","Actinobacteria","Actinobacteria","Soil","Pre_flowering_drought",8,18,"crossBF","Rewetting period","Drought","Bacteria","Rewetting"
"14042","Bac68",0,4.04362255591082,"Module hub","Bac68","Prokaryote","Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Flexibacteraceae","Cytophaga","_","Bac68","Non-Actinobacteria","Non-Actinobacteria","Soil","Pre_flowering_drought",8,18,"crossBF","Rewetting period","Drought","Bacteria","Rewetting"
"14048","Bac86",0.152777777777778,3.22490309931942,"Module hub","Bac86","Prokaryote","Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","SphingobacterialesOR","SphingobacterialesOR","_","Bac86","Non-Actinobacteria","Non-Actinobacteria","Soil","Pre_flowering_drought",8,18,"crossBF","Rewetting period","Drought","Bacteria","Rewetting"
"14084","Bac113",0.644628099173554,1.48751155686545,"Connector","Bac113","Prokaryote","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","RhodocyclalesOR","RhodocyclalesOR","_","Bac113","Non-Actinobacteria","Non-Actinobacteria","Soil","Pre_flowering_drought",8,18,"crossBF","Rewetting period","Drought","Bacteria","Rewetting"
"14108","Bac257",0,2.94677228512893,"Module hub","Bac257","Prokaryote","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Hyphomonadaceae","HyphomonadaceaeFA","_","Bac257","Non-Actinobacteria","Non-Actinobacteria","Soil","Pre_flowering_drought",8,18,"crossBF","Rewetting period","Drought","Bacteria","Rewetting"
"14126","Bac277",0,3.39130098920315,"Module hub","Bac277","Prokaryote","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","RhodocyclalesOR","RhodocyclalesOR","_","Bac277","Non-Actinobacteria","Non-Actinobacteria","Soil","Pre_flowering_drought",8,18,"crossBF","Rewetting period","Drought","Bacteria","Rewetting"
"14133","Bac345",0,2.61337575707327,"Module hub","Bac345","Prokaryote","Bacteria","SPAM","SPAMPH","SPAMPH","SPAMPH","SPAMPH","_","Bac345","Non-Actinobacteria","Non-Actinobacteria","Soil","Pre_flowering_drought",8,18,"crossBF","Rewetting period","Drought","Bacteria","Rewetting"
"14139","Bac376",0.666666666666667,-0.164928643390594,"Connector","Bac376","Prokaryote","Bacteria","Chlorobi","SM1B09","SM1B09CL","SM1B09CL","SM1B09CL","_","Bac376","Non-Actinobacteria","Non-Actinobacteria","Soil","Pre_flowering_drought",8,18,"crossBF","Rewetting period","Drought","Bacteria","Rewetting"
"14145","Bac377",0.581632653061225,3.09402403828014,"Module hub","Bac377","Prokaryote","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","VerrucomicrobialesOR","VerrucomicrobialesOR","_","Bac377","Non-Actinobacteria","Non-Actinobacteria","Soil","Pre_flowering_drought",8,18,"crossBF","Rewetting period","Drought","Bacteria","Rewetting"
"14146","Bac406",0,2.50224358105471,"Module hub","Bac406","Prokaryote","Bacteria","Acidobacteria","AcidobacteriaPH","AcidobacteriaPH","AcidobacteriaPH","AcidobacteriaPH","_","Bac406","Non-Actinobacteria","Non-Actinobacteria","Soil","Pre_flowering_drought",8,18,"crossBF","Rewetting period","Drought","Bacteria","Rewetting"
"14196","Bac521",0.0570934256055363,3.17139965431376,"Module hub","Bac521","Prokaryote","Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","SphingobacterialesOR","SphingobacterialesOR","_","Bac521","Non-Actinobacteria","Non-Actinobacteria","Soil","Pre_flowering_drought",8,18,"crossBF","Rewetting period","Drought","Bacteria","Rewetting"
"14225","Bac225",0.625,-0.654505085020799,"Connector","Bac225","Prokaryote","Bacteria","Gemmatimonadetes","GemmatimonadetesPH","GemmatimonadetesPH","GemmatimonadetesPH","GemmatimonadetesPH","_","Bac225","Non-Actinobacteria","Non-Actinobacteria","Soil","Pre_flowering_drought",8,18,"crossBF","Rewetting period","Drought","Bacteria","Rewetting"
"14240","Bac885",0,3.39130098920315,"Module hub","Bac885","Prokaryote","Bacteria","Proteobacteria","Deltaproteobacteria","Syntrophobacterales","Syntrophobacteraceae","SyntrophobacteraceaeFA","_","Bac885","Non-Actinobacteria","Non-Actinobacteria","Soil","Pre_flowering_drought",8,18,"crossBF","Rewetting period","Drought","Bacteria","Rewetting"
"14284","Bac1287",0,2.72450793309182,"Module hub","Bac1287","Prokaryote","Bacteria","Acidobacteria","AcidobacteriaPH","AcidobacteriaPH","AcidobacteriaPH","AcidobacteriaPH","_","Bac1287","Non-Actinobacteria","Non-Actinobacteria","Soil","Pre_flowering_drought",8,18,"crossBF","Rewetting period","Drought","Bacteria","Rewetting"
"14315","Bac1640",0.625,2.02301571733701,"Connector","Bac1640","Prokaryote","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","VerrucomicrobialesOR","VerrucomicrobialesOR","_","Bac1640","Non-Actinobacteria","Non-Actinobacteria","Soil","Pre_flowering_drought",8,18,"crossBF","Rewetting period","Drought","Bacteria","Rewetting"
"14355","Bac2146",0.0434567901234567,4.54203564253771,"Module hub","Bac2146","Prokaryote","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","_","_","Bac2146","Non-Actinobacteria","Non-Actinobacteria","Soil","Pre_flowering_drought",8,18,"crossBF","Rewetting period","Drought","Bacteria","Rewetting"
"14382","Bac1845",0,2.90679736126736,"Module hub","Bac1845","Prokaryote","Bacteria","Actinobacteria","ActinobacteriaPH","koll13","koll13OR","koll13OR","_","Bac1845","Actinobacteria","Actinobacteria","Soil","Pre_flowering_drought",8,18,"crossBF","Rewetting period","Drought","Bacteria","Rewetting"
"14624","Bac1656",0.64,1.15470053837925,"Connector","Bac1656","Prokaryote","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","VerrucomicrobialesOR","VerrucomicrobialesOR","_","Bac1656","Non-Actinobacteria","Non-Actinobacteria","Soil","Pre_flowering_drought",8,18,"crossBF","Rewetting period","Drought","Bacteria","Rewetting"
"14629","Bac1828",0.64,-0.119000924549236,"Connector","Bac1828","Prokaryote","Bacteria","Bacteroidetes","Sphingobacteria","Sphingobacteriales","SphingobacterialesOR","SphingobacterialesOR","_","Bac1828","Non-Actinobacteria","Non-Actinobacteria","Soil","Pre_flowering_drought",8,18,"crossBF","Rewetting period","Drought","Bacteria","Rewetting"
