"","otu.name","Kingdom","Phylum","Class","Order","Family","Genus","Fungal Guild","Compartment","Time period","Treatment","Network type","Zi","Pi","Hub type"
"129","Bac59","Prokaryote","Acidobacteria","Chloracidobacteria","ChloracidobacteriaCL","ChloracidobacteriaCL","ChloracidobacteriaCL","_","Soil","Rewetting period","Drought","Bac-Bac",2.79690034058268,0,"Module hub"
"130","Bac61","Prokaryote","Actinobacteria","ActinobacteriaPH","Actinomycetales","Nocardioidaceae","NocardioidaceaeFA","_","Soil","Rewetting period","Drought","Bac-Bac",3.18679185965589,0,"Module hub"
"131","Bac68","Prokaryote","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Flexibacteraceae","Cytophaga","_","Soil","Rewetting period","Drought","Bac-Bac",3.9102407722019,0,"Module hub"
"132","Bac86","Prokaryote","Bacteroidetes","Sphingobacteria","Sphingobacteriales","SphingobacterialesOR","SphingobacterialesOR","_","Soil","Rewetting period","Drought","Bac-Bac",3.59128623613279,0,"Module hub"
"133","Bac113","Prokaryote","Proteobacteria","Betaproteobacteria","Rhodocyclales","RhodocyclalesOR","RhodocyclalesOR","_","Soil","Rewetting period","Drought","Bac-Bac",0.413742653932349,0.661157024793388,"Connector"
"134","Bac148","Prokaryote","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Flexibacteraceae","Cytophaga","_","Soil","Rewetting period","Drought","Bac-Bac",2.56127778179175,0,"Module hub"
"135","Bac257","Prokaryote","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Hyphomonadaceae","HyphomonadaceaeFA","_","Soil","Rewetting period","Drought","Bac-Bac",2.76731433695459,0,"Module hub"
"136","Bac277","Prokaryote","Proteobacteria","Betaproteobacteria","Rhodocyclales","RhodocyclalesOR","RhodocyclalesOR","_","Soil","Rewetting period","Drought","Bac-Bac",3.20243702007312,0,"Module hub"
"137","Bac376","Prokaryote","Chlorobi","SM1B09","SM1B09CL","SM1B09CL","SM1B09CL","_","Soil","Rewetting period","Drought","Bac-Bac",-0.278544444875119,0.684444444444444,"Connector"
"138","Bac521","Prokaryote","Bacteroidetes","Sphingobacteria","Sphingobacteriales","SphingobacterialesOR","SphingobacterialesOR","_","Soil","Rewetting period","Drought","Bac-Bac",3.23575927699682,0.060546875,"Module hub"
"139","Bac885","Prokaryote","Proteobacteria","Deltaproteobacteria","Syntrophobacterales","Syntrophobacteraceae","SyntrophobacteraceaeFA","_","Soil","Rewetting period","Drought","Bac-Bac",2.87609500773422,0.144641683103222,"Module hub"
"140","Bac975","Prokaryote","Bacteroidetes","Sphingobacteria","Sphingobacteriales","SphingobacterialesOR","SphingobacterialesOR","_","Soil","Rewetting period","Drought","Bac-Bac",1.15470053837925,0.653061224489796,"Connector"
"141","Bac1287","Prokaryote","Acidobacteria","AcidobacteriaPH","AcidobacteriaPH","AcidobacteriaPH","AcidobacteriaPH","_","Soil","Rewetting period","Drought","Bac-Bac",2.54975299539532,0,"Module hub"
"142","Bac589","Prokaryote","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","VerrucomicrobialesOR","VerrucomicrobialesOR","_","Soil","Rewetting period","Drought","Bac-Bac",NA,0.666666666666667,NA
"143","Bac2146","Prokaryote","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","_","_","Soil","Rewetting period","Drought","Bac-Bac",3.9102407722019,0.0525931336742147,"Module hub"
"144","Bac1845","Prokaryote","Actinobacteria","ActinobacteriaPH","koll13","koll13OR","koll13OR","_","Soil","Rewetting period","Drought","Bac-Bac",2.83623785004061,0,"Module hub"
"145","Bac1656","Prokaryote","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","VerrucomicrobialesOR","VerrucomicrobialesOR","_","Soil","Rewetting period","Drought","Bac-Bac",1.15470053837925,0.64,"Connector"
"146","Bac1828","Prokaryote","Bacteroidetes","Sphingobacteria","Sphingobacteriales","SphingobacterialesOR","SphingobacterialesOR","_","Soil","Rewetting period","Drought","Bac-Bac",0.58554004376912,0.64,"Connector"
"147","Bac1859","Prokaryote","Elusimicrobia","ElusimicrobiaPH","ElusimicrobiaPH","ElusimicrobiaPH","ElusimicrobiaPH","_","Soil","Rewetting period","Drought","Bac-Bac",-0.777836189392816,0.625,"Connector"
"148","OTU28Chaetomium","Eukaryote","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","Saprotroph","Rhizosphere","Rewetting period","Control","Fung-Fung",2.50561725939769,0.222725215029425,"Module hub"
"149","OTU22Periconia","Eukaryote","Ascomycota","Dothideomycetes","Pleosporales","_","Periconia","Endophyte","Rhizosphere","Rewetting period","Control","Fung-Fung",2.59094652389328,0.46639231824417,"Module hub"
"150","OTU70Claroideoglomus","Eukaryote","Mucoromycota","Glomeromycotina","Glomerales","Claroideoglomeraceae","Claroideoglomus","Arbuscular mycorrhizal","Rhizosphere","Drought period","Drought","Fung-Fung",0.899367879116706,0.642857142857143,"Connector"
"151","OTU93Mortierella","Eukaryote","Mucoromycota","Mortierellomycotina","Mortierellales","Mortierellaceae","Mortierella","Saprotroph","Rhizosphere","Drought period","Drought","Fung-Fung",0.66321159825515,0.625,"Connector"
"152","OTU87Spizellomyces","Eukaryote","Chytridiomycota","Chytridiomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces","Plant pathogen","Rhizosphere","Drought period","Drought","Fung-Fung",-0.687714571168217,0.64,"Connector"
"153","OTU98Acrocalymma","Eukaryote","Ascomycota","Dothideomycetes","Pleosporales","Lophiostomataceae","Acrocalymma","Saprotroph","Rhizosphere","Drought period","Drought","Fung-Fung",NA,0.72,NA
"154","OTU624Cylindrocarpon","Eukaryote","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Neonectria","Plant pathogen","Rhizosphere","Drought period","Drought","Fung-Fung",-0.884282131006867,0.666666666666667,"Connector"
"155","OTU59Chaetomium","Eukaryote","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","Saprotroph","Rhizosphere","Rewetting period","Drought","Fung-Fung",2.54163225749402,0,"Module hub"
"156","OTU18Gibberella","Eukaryote","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Gibberella","Plant pathogen","Root","Drought period","Control","Fung-Fung",2.93378377311865,0,"Module hub"
"157","OTU56Agaricomycetes","Eukaryote","Basidiomycota","Agaricomycetes","Auriculariales","_","Oliveonia","Saprotroph","Root","Rewetting period","Drought","Fung-Fung",1.16666666666667,0.64,"Connector"
"158","OTU208Dothideomycetes","Eukaryote","Ascomycota","Dothideomycetes","Pleosporales","PleosporalesfamIncertaesedis","Wettsteinina","Unidentified & others","Root","Rewetting period","Drought","Fung-Fung",-0.577350269189626,0.64,"Connector"
"159","OTU23Stachybotrys","Eukaryote","Ascomycota","Sordariomycetes","Hypocreales","_","Stachybotrys","Saprotroph","Soil","Rewetting period","Control","Fung-Fung",2.80626956449281,0,"Module hub"
"160","OTU65Corynascus","Eukaryote","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Corynascus","Saprotroph","Soil","Rewetting period","Control","Fung-Fung",2.74725970695089,0,"Module hub"
"161","OTU1Cladosporium","Eukaryote","Ascomycota","Dothideomycetes","Capnodiales","Davidiellaceae","Cladosporium","Saprotroph","Leaf","Rewetting period","Control","interBF",2.77379229996326,0,"Module hub"
"162","OTU14Symmetrospora","Eukaryote","Basidiomycota","Cystobasidiomycetes","_","Symmetrosporaceae","Symmetrospora","SaprotrophYeast","Leaf","Rewetting period","Control","interBF",2.77379229996326,0.24,"Module hub"
"163","Bac104","Prokaryote","Actinobacteria","ActinobacteriaPH","Actinomycetales","Microbacteriaceae","MicrobacteriaceaeFA","_","Leaf","Rewetting period","Drought","interBF",-0.101343469113886,0.628099173553719,"Connector"
"164","Bac351","Prokaryote","Actinobacteria","ActinobacteriaPH","Actinomycetales","Microbacteriaceae","Agromyces","_","Leaf","Rewetting period","Drought","interBF",-0.337811563712954,0.641975308641975,"Connector"
"165","Bac467","Prokaryote","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","_","Leaf","Rewetting period","Drought","interBF",-0.101343469113886,0.625,"Connector"
"166","Bac663","Prokaryote","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Flexibacteraceae","Hymenobacter","_","Leaf","Rewetting period","Drought","interBF",-0.101343469113886,0.625,"Connector"
"167","Bac53","Prokaryote","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax","_","Leaf","Rewetting period","Drought","interBF",-0.278919491499648,0.666666666666667,"Connector"
"168","Bac110","Prokaryote","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Flexibacteraceae","Hymenobacter","_","Leaf","Rewetting period","Drought","interBF",-0.337811563712954,0.65625,"Connector"
"169","Bac321","Prokaryote","Actinobacteria","ActinobacteriaPH","Actinomycetales","Micrococcaceae","Arthrobacter","_","Leaf","Rewetting period","Drought","interBF",-0.255431200207053,0.625,"Connector"
"170","Bac784","Prokaryote","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Flexibacteraceae","Hymenobacter","_","Leaf","Rewetting period","Drought","interBF",-0.278919491499648,0.65625,"Connector"
"171","Bac890","Prokaryote","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus","_","Leaf","Rewetting period","Drought","interBF",-0.650188509617953,0.625,"Connector"
"172","Bac952","Prokaryote","Actinobacteria","ActinobacteriaPH","Actinomycetales","Kineosporiaceae","Kineococcus","_","Leaf","Rewetting period","Drought","interBF",-0.278919491499648,0.666666666666667,"Connector"
"173","Bac1312","Prokaryote","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Flexibacteraceae","Hymenobacter","_","Leaf","Rewetting period","Drought","interBF",-0.278919491499648,0.64,"Connector"
"174","Bac1382","Prokaryote","_","_","_","_","_","_","Leaf","Rewetting period","Drought","interBF",-0.101343469113886,0.625,"Connector"
"175","Bac1421","Prokaryote","Thermi","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","_","Leaf","Rewetting period","Drought","interBF",-0.278919491499648,0.65625,"Connector"
"176","Bac1465","Prokaryote","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Flexibacteraceae","Dyadobacter","_","Leaf","Rewetting period","Drought","interBF",-0.255431200207053,0.625,"Connector"
"177","Bac1969","Prokaryote","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Flexibacteraceae","Hymenobacter","_","Leaf","Rewetting period","Drought","interBF",-0.574279658312021,0.64,"Connector"
"178","OTU4Alternaria","Eukaryote","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Plant pathogen","Leaf","Rewetting period","Drought","interBF",3.20920985527306,0.635734072022161,"Network hub"
"179","OTU15Ustilago","Eukaryote","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Ustilago","Plant pathogenYeast","Leaf","Rewetting period","Drought","interBF",2.71108834234519,0,"Module hub"
"180","OTU14Symmetrospora","Eukaryote","Basidiomycota","Cystobasidiomycetes","_","Symmetrosporaceae","Symmetrospora","SaprotrophYeast","Leaf","Rewetting period","Drought","interBF",2.73341101669655,0.660590277777778,"Network hub"
"181","OTU24Cryptococcus","Eukaryote","Basidiomycota","Tremellomycetes","Tremellales","_","Cryptococcus","SaprotrophYeast","Leaf","Rewetting period","Drought","interBF",2.50786996566925,0.52794292508918,"Module hub"
"182","OTU61Cryptococcus","Eukaryote","Basidiomycota","Tremellomycetes","Tremellales","_","Papiliotrema","SaprotrophYeast","Leaf","Rewetting period","Drought","interBF",2.90262727508015,0.288194444444445,"Module hub"
"183","OTU69Tremellomycetes","Eukaryote","Basidiomycota","Tremellomycetes","Tremellales","_","Naganishia","SaprotrophYeast","Leaf","Rewetting period","Drought","interBF",1.9157340015529,0.626953125,"Connector"
"184","OTU365Fungi","Eukaryote","unidentified","_","_","_","_","Unidentified & others","Leaf","Rewetting period","Drought","interBF",2.73341101669655,0.64572680788897,"Network hub"
"185","Bac21","Prokaryote","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Devosia","_","Rhizosphere","Drought period","Control","interBF",0.121423002694697,0.641975308641975,"Connector"
"186","Bac22","Prokaryote","Proteobacteria","Betaproteobacteria","Burkholderiales","BurkholderialesOR","BurkholderialesOR","_","Rhizosphere","Drought period","Control","interBF",-0.148036263559289,0.666666666666667,"Connector"
"187","Bac52","Prokaryote","TM7","TM7PH","TM7PH","TM7PH","TM7PH","_","Rhizosphere","Drought period","Control","interBF",-0.148036263559289,0.666666666666667,"Connector"
"188","Bac87","Prokaryote","Proteobacteria","Deltaproteobacteria","Myxococcales","MyxococcalesOR","MyxococcalesOR","_","Rhizosphere","Drought period","Control","interBF",-0.282765896686282,0.625,"Connector"
"189","Bac101","Prokaryote","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Asticcacaulis","_","Rhizosphere","Drought period","Control","interBF",-0.0133066304322959,0.65625,"Connector"
"190","Bac263","Prokaryote","Bacteroidetes","Sphingobacteria","Sphingobacteriales","SphingobacterialesOR","Flavisolibacter","_","Rhizosphere","Drought period","Control","interBF",-0.227311385014374,0.666666666666667,"Connector"
"191","Bac272","Prokaryote","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","BdellovibrionaceaeFA","_","Rhizosphere","Drought period","Control","interBF",-0.414142062150997,0.66,"Connector"
"192","Bac294","Prokaryote","Verrucomicrobia","Opitutae","Opitutales","Opitutaceae","OpitutaceaeFA","_","Rhizosphere","Drought period","Control","interBF",-0.126543407879471,0.765432098765432,"Connector"
"193","Bac325","Prokaryote","Proteobacteria","Alphaproteobacteria","AlphaproteobacteriaCL","AlphaproteobacteriaCL","AlphaproteobacteriaCL","_","Rhizosphere","Drought period","Control","interBF",-0.304349325259123,0.722222222222222,"Connector"
"194","Bac331","Prokaryote","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Luteolibacter","_","Rhizosphere","Drought period","Control","interBF",-0.0133066304322959,0.6875,"Connector"
"195","Bac359","Prokaryote","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","BdellovibrionaceaeFA","_","Rhizosphere","Drought period","Control","interBF",0.0160183855399538,0.736111111111111,"Connector"
"196","Bac578","Prokaryote","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Sphingobacteriaceae","SphingobacteriaceaeFA","_","Rhizosphere","Drought period","Control","interBF",-0.447213595499958,0.666666666666667,"Connector"
"197","Bac608","Prokaryote","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","VerrucomicrobialesOR","VerrucomicrobialesOR","_","Rhizosphere","Drought period","Control","interBF",-0.227311385014374,0.72,"Connector"
"198","Bac610","Prokaryote","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","BacteriovoracaceaeFA","_","Rhizosphere","Drought period","Control","interBF",-0.148036263559289,0.693877551020408,"Connector"
"199","Bac706","Prokaryote","Proteobacteria","Alphaproteobacteria","AlphaproteobacteriaCL","AlphaproteobacteriaCL","AlphaproteobacteriaCL","_","Rhizosphere","Drought period","Control","interBF",-0.144165469859584,0.6875,"Connector"
"200","Bac1094","Prokaryote","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","Flavobacterium","_","Rhizosphere","Drought period","Control","interBF",0,0.625,"Connector"
"201","Bac1412","Prokaryote","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","BacteriovoracaceaeFA","_","Rhizosphere","Drought period","Control","interBF",-0.353553390593274,0.625,"Connector"
"202","Bac24","Prokaryote","Bacteroidetes","Sphingobacteria","Sphingobacteriales","SphingobacterialesOR","Chitinophaga","_","Rhizosphere","Drought period","Control","interBF",-0.126543407879471,0.760330578512397,"Connector"
"203","Bac30","Prokaryote","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","SinobacteraceaeFA","_","Rhizosphere","Drought period","Control","interBF",-0.414142062150997,0.72,"Connector"
"204","Bac49","Prokaryote","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Flexibacteraceae","Cytophaga","_","Rhizosphere","Drought period","Control","interBF",-0.227311385014374,0.666666666666667,"Connector"
"205","Bac82","Prokaryote","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Flexibacteraceae","Cytophaga","_","Rhizosphere","Drought period","Control","interBF",-0.227311385014374,0.666666666666667,"Connector"
"206","Bac108","Prokaryote","Bacteroidetes","Flavobacteria","Flavobacteriales","Cryomorphaceae","CryomorphaceaeFA","_","Rhizosphere","Drought period","Control","interBF",-0.227311385014374,0.666666666666667,"Connector"
"207","Bac122","Prokaryote","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Flexibacteraceae","Cytophaga","_","Rhizosphere","Drought period","Control","interBF",-0.304349325259123,0.72,"Connector"
"208","Bac161","Prokaryote","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Flexibacteraceae","Dyadobacter","_","Rhizosphere","Drought period","Control","interBF",0.0160183855399538,0.65625,"Connector"
"209","Bac217","Prokaryote","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","XanthomonadaceaeFA","_","Rhizosphere","Drought period","Control","interBF",-0.0133066304322959,0.65625,"Connector"
"210","Bac220","Prokaryote","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","VerrucomicrobialesOR","VerrucomicrobialesOR","_","Rhizosphere","Drought period","Control","interBF",-0.0151540923342916,0.625,"Connector"
"211","Bac314","Prokaryote","Verrucomicrobia","Spartobacteria","Spartobacteriales","Spartobacteriaceae","Chthoniobacter","_","Rhizosphere","Drought period","Control","interBF",-0.282765896686282,0.625,"Connector"
"212","Bac315","Prokaryote","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","VerrucomicrobiaceaeFA","_","Rhizosphere","Drought period","Control","interBF",-0.447213595499958,0.72,"Connector"
"213","Bac387","Prokaryote","Proteobacteria","Deltaproteobacteria","Myxococcales","MyxococcalesOR","MyxococcalesOR","_","Rhizosphere","Drought period","Control","interBF",-0.353553390593274,0.8,"Connector"
"214","Bac418","Prokaryote","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","BacteriovoracaceaeFA","_","Rhizosphere","Drought period","Control","interBF",-0.227311385014374,0.666666666666667,"Connector"
"215","Bac425","Prokaryote","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","BdellovibrionaceaeFA","_","Rhizosphere","Drought period","Control","interBF",0.0160183855399538,0.6875,"Connector"
"216","Bac455","Prokaryote","Acidobacteria","_","_","_","_","_","Rhizosphere","Drought period","Control","interBF",-0.227311385014374,0.666666666666667,"Connector"
"217","Bac527","Prokaryote","Bacteroidetes","Sphingobacteria","Sphingobacteriales","SphingobacterialesOR","SphingobacterialesOR","_","Rhizosphere","Drought period","Control","interBF",-0.304349325259123,0.64,"Connector"
"218","Bac613","Prokaryote","Proteobacteria","Deltaproteobacteria","MIZ46","MIZ46OR","MIZ46OR","_","Rhizosphere","Drought period","Control","interBF",-0.227311385014374,0.666666666666667,"Connector"
"219","Bac726","Prokaryote","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","XanthomonadaceaeFA","_","Rhizosphere","Drought period","Control","interBF",-0.227311385014374,0.666666666666667,"Connector"
"220","Bac780","Prokaryote","Proteobacteria","Deltaproteobacteria","MIZ46","MIZ46OR","MIZ46OR","_","Rhizosphere","Drought period","Control","interBF",-0.282765896686282,0.625,"Connector"
"221","Bac805","Prokaryote","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Sphingobacteriaceae","SphingobacteriaceaeFA","_","Rhizosphere","Drought period","Control","interBF",-0.227311385014374,0.75,"Connector"
"222","Bac845","Prokaryote","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Flammeovirgaceae","Sporocytophaga","_","Rhizosphere","Drought period","Control","interBF",-0.126543407879471,0.666666666666667,"Connector"
"223","Bac957","Prokaryote","Bacteroidetes","Flavobacteria","Flavobacteriales","Cryomorphaceae","CryomorphaceaeFA","_","Rhizosphere","Drought period","Control","interBF",-0.0151540923342916,0.625,"Connector"
"224","Bac1021","Prokaryote","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","BdellovibrionaceaeFA","_","Rhizosphere","Drought period","Control","interBF",-0.282765896686282,0.625,"Connector"
"225","Bac1072","Prokaryote","Verrucomicrobia","Opitutae","Opitutales","Opitutaceae","OpitutaceaeFA","_","Rhizosphere","Drought period","Control","interBF",-0.0151540923342916,0.64,"Connector"
"226","Bac44","Prokaryote","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Buchnera","_","Rhizosphere","Drought period","Control","interBF",0.0160183855399538,0.65625,"Connector"
"227","Bac63","Prokaryote","Bacteroidetes","Sphingobacteria","Sphingobacteriales","Flexibacteraceae","Cytophaga","_","Rhizosphere","Drought period","Control","interBF",0,0.72,"Connector"
"228","Bac151","Prokaryote","Chloroflexi","TK17","S085","S085OR","S085OR","_","Rhizosphere","Drought period","Control","interBF",-0.353553390593274,0.72,"Connector"
"229","Bac209","Prokaryote","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","CaulobacteraceaeFA","_","Rhizosphere","Drought period","Control","interBF",-0.353553390593274,0.666666666666667,"Connector"
"230","Bac323","Prokaryote","Proteobacteria","Deltaproteobacteria","Myxococcales","MyxococcalesOR","MyxococcalesOR","_","Rhizosphere","Drought period","Control","interBF",0,0.625,"Connector"
"231","Bac674","Prokaryote","Bacteroidetes","Flavobacteria","Flavobacteriales","Flavobacteriaceae","FlavobacteriaceaeFA","_","Rhizosphere","Drought period","Control","interBF",-0.577350269189626,0.666666666666667,"Connector"
"232","Bac969","Prokaryote","Bacteroidetes","Flavobacteria","Flavobacteriales","Cryomorphaceae","Fluviicola","_","Rhizosphere","Drought period","Control","interBF",0.0160183855399538,0.691358024691358,"Connector"
"233","Bac1417","Prokaryote","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","PolyangiaceaeFA","_","Rhizosphere","Drought period","Control","interBF",-0.447213595499958,0.666666666666667,"Connector"
"234","OTU1Cladosporium","Eukaryote","Ascomycota","Dothideomycetes","Capnodiales","Davidiellaceae","Cladosporium","Saprotroph","Rhizosphere","Drought period","Control","interBF",4.02858236337749,0.435727788279773,"Module hub"
"235","OTU2Setophoma","Eukaryote","Ascomycota","_","_","_","Setophoma","Plant pathogen","Rhizosphere","Drought period","Control","interBF",5.07662093198769,0.717916404116782,"Network hub"
"236","OTU18Gibberella","Eukaryote","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Gibberella","Plant pathogen","Rhizosphere","Drought period","Control","interBF",4.97168979526644,0.729487713452728,"Network hub"
"237","OTU35Myrothecium","Eukaryote","Ascomycota","Sordariomycetes","Hypocreales","Stachybotriaceae","Striaticonidium","Saprotroph","Rhizosphere","Drought period","Control","interBF",4.43277126275847,0.364870982344953,"Module hub"
"238","OTU56Agaricomycetes","Eukaryote","Basidiomycota","Agaricomycetes","Auriculariales","_","Oliveonia","Saprotroph","Rhizosphere","Drought period","Control","interBF",3.37987934893026,0.509861212563915,"Module hub"
"239","OTU97Penicillium","Eukaryote","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Penicillium","Saprotroph","Rhizosphere","Drought period","Control","interBF",7.63580356990461,0,"Module hub"
"240","OTU88Pseudozyma","Eukaryote","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Pseudozyma","SaprotrophYeast","Rhizosphere","Drought period","Control","interBF",3.48966383086952,0.480259599783667,"Module hub"
"241","OTU197Fungi","Eukaryote","unidentified","_","_","_","_","Unidentified & others","Rhizosphere","Drought period","Control","interBF",1.78885438199983,0.625,"Connector"
"242","OTU118Rhizophagus","Eukaryote","Mucoromycota","Glomeromycotina","Glomerales","Glomeraceae","Rhizophagus","Arbuscular mycorrhizal","Rhizosphere","Drought period","Control","interBF",2.74944313483578,0.394463667820069,"Module hub"
"243","OTU132Rhizophagus","Eukaryote","Mucoromycota","Glomeromycotina","Glomerales","Glomeraceae","Rhizophagus","Arbuscular mycorrhizal","Rhizosphere","Drought period","Control","interBF",3.03704178910731,0.582230623818526,"Module hub"
"244","OTU120Fungi","Eukaryote","unidentified","_","_","_","_","Unidentified & others","Rhizosphere","Drought period","Control","interBF",5.94282103532287,0.720946842158963,"Network hub"
"245","OTU486Fungi","Eukaryote","Ascomycota","_","_","_","Parasympodiella","Saprotroph","Rhizosphere","Drought period","Control","interBF",4.24264068711928,0.6016,"Module hub"
"246","Bac242","Prokaryote","Actinobacteria","ActinobacteriaPH","ActinobacteriaPH","ActinobacteriaPH","ActinobacteriaPH","_","Rhizosphere","Rewetting period","Control","interBF",2.51308779788301,0.285493827160494,"Module hub"
"247","OTU1Cladosporium","Eukaryote","Ascomycota","Dothideomycetes","Capnodiales","Davidiellaceae","Cladosporium","Saprotroph","Rhizosphere","Rewetting period","Control","interBF",4.18663020347247,0,"Module hub"
"248","OTU5Acremonium","Eukaryote","Ascomycota","Sordariomycetes","Hypocreales","_","Acremonium","Endophyte","Rhizosphere","Rewetting period","Control","interBF",4.88177003619642,0.104938271604938,"Module hub"
"249","OTU4Alternaria","Eukaryote","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Plant pathogen","Rhizosphere","Rewetting period","Control","interBF",5.91356726289323,0,"Module hub"
"250","OTU6Fusarium","Eukaryote","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Plant pathogen","Rhizosphere","Rewetting period","Control","interBF",3.97941489779131,0,"Module hub"
"251","OTU28Chaetomium","Eukaryote","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","Saprotroph","Rhizosphere","Rewetting period","Control","interBF",3.64788039546062,0.48,"Module hub"
"252","OTU35Myrothecium","Eukaryote","Ascomycota","Sordariomycetes","Hypocreales","Stachybotriaceae","Striaticonidium","Saprotroph","Rhizosphere","Rewetting period","Control","interBF",2.85147097478493,0.0570934256055363,"Module hub"
"253","OTU10Filobasidium","Eukaryote","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium","SaprotrophYeast","Rhizosphere","Rewetting period","Control","interBF",2.6755602764793,0.0416478044363966,"Module hub"
"254","OTU41Fusarium","Eukaryote","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Plant pathogen","Rhizosphere","Rewetting period","Control","interBF",2.51308779788301,0,"Module hub"
"255","OTU26Sporobolomyces","Eukaryote","Basidiomycota","Microbotryomycetes","Sporidiobolales","_","Sporobolomyces","SaprotrophYeast","Rhizosphere","Rewetting period","Control","interBF",3.53902880618968,0.065,"Module hub"
"256","OTU11Epicoccum","Eukaryote","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Epicoccum","Plant pathogen","Rhizosphere","Rewetting period","Control","interBF",3.39511738457129,1.11022302462516e-16,"Module hub"
"257","OTU14Symmetrospora","Eukaryote","Basidiomycota","Cystobasidiomycetes","_","Symmetrosporaceae","Symmetrospora","SaprotrophYeast","Rhizosphere","Rewetting period","Control","interBF",3.97076307104487,0,"Module hub"
"258","OTU24Cryptococcus","Eukaryote","Basidiomycota","Tremellomycetes","Tremellales","_","Cryptococcus","SaprotrophYeast","Rhizosphere","Rewetting period","Control","interBF",3.61098451699888,0.0327777777777778,"Module hub"
"259","OTU27Alternaria","Eukaryote","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Plant pathogen","Rhizosphere","Rewetting period","Control","interBF",3.0353388305253,0,"Module hub"
